cluster_id,domain,image_id,sample_fingerprint,sha256,size_bytes
0000289,higher_occlusion,images__val__0000289_03401_d_0000828.jpg,66457d5c3531478f90e2044630f9eb09d8beaa383dfe2bfa1fca74f6e62d2c1e,66457d5c3531478f90e2044630f9eb09d8beaa383dfe2bfa1fca74f6e62d2c1e,149961
0000291,higher_occlusion,images__val__0000291_04001_d_0000888.jpg,ed6181f6b5219e5098da12c74054de9b2abdebbcc5649406ff31bfeaea4e25b7,ed6181f6b5219e5098da12c74054de9b2abdebbcc5649406ff31bfeaea4e25b7,171326
0000295,higher_occlusion,images__val__0000295_01600_d_0000029.jpg,4f8c050f28c0fdc5b33d7e83db6e99b69cd6b94f09070f222e963803a0237582,4f8c050f28c0fdc5b33d7e83db6e99b69cd6b94f09070f222e963803a0237582,190449
0000301,higher_occlusion,images__val__0000301_00001_d_0000156.jpg,fab9ac80318d57c611b4e7b27d80cfb0038dfa5f97c41ea1dc3b38d3d1f60f2c,fab9ac80318d57c611b4e7b27d80cfb0038dfa5f97c41ea1dc3b38d3d1f60f2c,165723
0000316,higher_occlusion,images__val__0000316_00601_d_0000522.jpg,4ee916691fff6c2aba69466b32550bf59622242c30ddef5a11cb7d64016e3b7f,4ee916691fff6c2aba69466b32550bf59622242c30ddef5a11cb7d64016e3b7f,169046
0000327,higher_occlusion,images__val__0000327_02801_d_0000725.jpg,09ab3710bdf59061cf74ebbb26f000e2f7f982116c94b06e9d666bc244d65739,09ab3710bdf59061cf74ebbb26f000e2f7f982116c94b06e9d666bc244d65739,103564
0000330,higher_occlusion,images__val__0000330_04001_d_0000820.jpg,0eb4a63e646375d5549d8b113ab5f576b611d14a2c2f8803244e1086aa4c30f4,0eb4a63e646375d5549d8b113ab5f576b611d14a2c2f8803244e1086aa4c30f4,83098
0000335,higher_occlusion,images__val__0000335_06469_d_0000076.jpg,160a57d020af274a0b5f71b4373721847030161cbdf5a53e011b056e2d8b49d2,160a57d020af274a0b5f71b4373721847030161cbdf5a53e011b056e2d8b49d2,142913
0000356,higher_occlusion,images__val__0000356_04117_d_0000650.jpg,9060b1895d435a75c089225ce19a4f9188cbef0ff9b50bf223e2c3e7e452fae0,9060b1895d435a75c089225ce19a4f9188cbef0ff9b50bf223e2c3e7e452fae0,111312
0000360,higher_occlusion,images__val__0000360_04705_d_0000737.jpg,70bd4db66dd41b7b57d25eabcf438d93cd25f977e4b2ee2cb7b06cfd27851fef,70bd4db66dd41b7b57d25eabcf438d93cd25f977e4b2ee2cb7b06cfd27851fef,74809
0000364,higher_occlusion,images__val__0000364_00589_d_0000798.jpg,7c518d99538035855d1c7a3f93711e01f23b39888705223c2c69056c27516c93,7c518d99538035855d1c7a3f93711e01f23b39888705223c2c69056c27516c93,94896
