domain,image_id,sample_fingerprint,sha256,size_bytes
dense,images__val__0000155_00801_d_0000001.jpg,14ddca2bf8bb88164a22408b512b76b342f8b628bc7bcc157b52ed35a136dda5,14ddca2bf8bb88164a22408b512b76b342f8b628bc7bcc157b52ed35a136dda5,101558
dense,images__val__0000193_01705_d_0000112.jpg,71f8a19e9c1e4582392bfd0253c08acb3dc095ae299ff69b64531866a34a0b3c,71f8a19e9c1e4582392bfd0253c08acb3dc095ae299ff69b64531866a34a0b3c,88134
dense,images__val__0000193_01876_d_0000113.jpg,ce665ff65f6603b96ec4067de37e02ea599185b17ef1218769088ee1fda826ce,ce665ff65f6603b96ec4067de37e02ea599185b17ef1218769088ee1fda826ce,88642
dense,images__val__0000194_00399_d_0000121.jpg,7187015e5cfa468e0fc06880149ea4c44933145915acd891caafda6d4decc51c,7187015e5cfa468e0fc06880149ea4c44933145915acd891caafda6d4decc51c,89029
dense,images__val__0000213_02500_d_0000240.jpg,d1512ee855ae1941b059c45a51774c1bec8f1d27ff41b7864d0dfd8301e1b3ca,d1512ee855ae1941b059c45a51774c1bec8f1d27ff41b7864d0dfd8301e1b3ca,156274
dense,images__val__0000213_03478_d_0000242.jpg,5e156bc1e9be80aa9ba4b78a68a286c2df96604415e182b256082fab9648c784,5e156bc1e9be80aa9ba4b78a68a286c2df96604415e182b256082fab9648c784,203492
dense,images__val__0000213_03920_d_0000243.jpg,d7c16d8b66a72b760d4cc6123a8849aa3fdfe70963ab5536508804f1b0a1aee8,d7c16d8b66a72b760d4cc6123a8849aa3fdfe70963ab5536508804f1b0a1aee8,204082
dense,images__val__0000213_04405_d_0000244.jpg,5a44970d08c0ed75a021e9104452d993e7b4db2aeb2229c1aa86ec86095dd09b,5a44970d08c0ed75a021e9104452d993e7b4db2aeb2229c1aa86ec86095dd09b,205844
dense,images__val__0000213_04998_d_0000245.jpg,97fca2d226f8109ba84c32c8a6bc60951d27486ac063d5a114eba18214a14cb2,97fca2d226f8109ba84c32c8a6bc60951d27486ac063d5a114eba18214a14cb2,231754
dense,images__val__0000213_05340_d_0000246.jpg,2ae64752f6e4b034645bf0dd79b0c6133ef54c1ead5c5491f92fd38d34230078,2ae64752f6e4b034645bf0dd79b0c6133ef54c1ead5c5491f92fd38d34230078,221887
dense,images__val__0000213_05745_d_0000247.jpg,37db904aba8332fa2a0e9e0c9726649f9c388090501e4621430708bde5b58763,37db904aba8332fa2a0e9e0c9726649f9c388090501e4621430708bde5b58763,206276
dense,images__val__0000215_00000_d_0000256.jpg,1decaa5a5ef44a189030325c01f163e023d8fd7942997c9f26d3bdc2191baad2,1decaa5a5ef44a189030325c01f163e023d8fd7942997c9f26d3bdc2191baad2,137280
dense,images__val__0000215_02319_d_0000261.jpg,51ac30b316928170b71ccb0f3c89a77d3ad9760aeafadd3b51d56dc2c0417f6e,51ac30b316928170b71ccb0f3c89a77d3ad9760aeafadd3b51d56dc2c0417f6e,109364
dense,images__val__0000216_00520_d_0000001.jpg,b3ee73881f8935accdd421d8089bacab25c7a159593ef30c851a76c20caf5f18,b3ee73881f8935accdd421d8089bacab25c7a159593ef30c851a76c20caf5f18,151364
dense,images__val__0000244_01000_d_0000003.jpg,8efc95569fb0281563a6d920c12b508b0316e772f00ea04a925406ed0ebb55a4,8efc95569fb0281563a6d920c12b508b0316e772f00ea04a925406ed0ebb55a4,119412
dense,images__val__0000244_01500_d_0000004.jpg,5d017547a657d5e89de57ed2d89515124f9ad2ec7a027e0b462397132db0873c,5d017547a657d5e89de57ed2d89515124f9ad2ec7a027e0b462397132db0873c,101061
dense,images__val__0000244_02000_d_0000005.jpg,e361a06dc4974a1d99bc2e9a30569d1c8ad478af44bb0f10043aeec5c60e2891,e361a06dc4974a1d99bc2e9a30569d1c8ad478af44bb0f10043aeec5c60e2891,116068
dense,images__val__0000244_02500_d_0000006.jpg,52575cd332519cd96cacfe3d026383892672a16bfab312e9b120e5bb4bcc0798,52575cd332519cd96cacfe3d026383892672a16bfab312e9b120e5bb4bcc0798,95206
dense,images__val__0000244_03500_d_0000008.jpg,d175f4e5c81611468f8a0fbe61783cbdbf15396f750974a3ba4a5bd437a115c7,d175f4e5c81611468f8a0fbe61783cbdbf15396f750974a3ba4a5bd437a115c7,104753
dense,images__val__0000244_04400_d_0000010.jpg,eb42cb1e7405a7e9e7b5fb82a63a3f028286317611fe863ffb31c85dde6f432a,eb42cb1e7405a7e9e7b5fb82a63a3f028286317611fe863ffb31c85dde6f432a,121125
dense,images__val__0000244_04900_d_0000011.jpg,e2646d4096de69c0b2f6983ef75de55c0bed32eb5492fae4737a6acaa5ec7757,e2646d4096de69c0b2f6983ef75de55c0bed32eb5492fae4737a6acaa5ec7757,117915
dense,images__val__0000249_02900_d_0000009.jpg,1fac10f48fca27dc619c664aa02672a77f52040b369a4ab579349e585e331d65,1fac10f48fca27dc619c664aa02672a77f52040b369a4ab579349e585e331d65,107284
dense,images__val__0000253_00001_d_0000001.jpg,5f6fe4010a9c5ac3d402e0f030b57abfc9c8d2ad79f44f894299416f853c48e7,5f6fe4010a9c5ac3d402e0f030b57abfc9c8d2ad79f44f894299416f853c48e7,104202
dense,images__val__0000269_00001_d_0000348.jpg,c2896dcad866d0480ead44cc4239a5b49d1b3c35fcfba8d8d0adaee5b718a81f,c2896dcad866d0480ead44cc4239a5b49d1b3c35fcfba8d8d0adaee5b718a81f,174614
dense,images__val__0000271_05801_d_0000401.jpg,81fa5ae3889af9f29c4888b4c2564a789bdbecd886581d946918c8467bec0f02,81fa5ae3889af9f29c4888b4c2564a789bdbecd886581d946918c8467bec0f02,152721
dense,images__val__0000271_06001_d_0000402.jpg,62042e218093c2c2442c036d90833e26210da74ddb24d39980f1e5223327d574,62042e218093c2c2442c036d90833e26210da74ddb24d39980f1e5223327d574,163883
dense,images__val__0000271_06201_d_0000403.jpg,de76acfd7e9d9abe590830074cbb862068070934d6aa875dfcec89d36a92f728,de76acfd7e9d9abe590830074cbb862068070934d6aa875dfcec89d36a92f728,164782
dense,images__val__0000271_06401_d_0000404.jpg,bb79ac23279b402981f0e9fb588a1b47f305f0f03fa97399ce7b1681277e6e13,bb79ac23279b402981f0e9fb588a1b47f305f0f03fa97399ce7b1681277e6e13,159485
dense,images__val__0000271_06601_d_0000405.jpg,4e34b090d340b76bb2a220e19cdd2822ed2df0373449ab18c5b62cfa5f48f6f6,4e34b090d340b76bb2a220e19cdd2822ed2df0373449ab18c5b62cfa5f48f6f6,165215
dense,images__val__0000271_06801_d_0000406.jpg,030a44bf17441f27d5c04f85be6bae5ba027a522c1240a11afda10997a160244,030a44bf17441f27d5c04f85be6bae5ba027a522c1240a11afda10997a160244,156505
dense,images__val__0000277_00401_d_0000541.jpg,43ca0b0532e7f3af0fc4ea99737ab6809f9f463f1c664ae59f0b5f78ea82775d,43ca0b0532e7f3af0fc4ea99737ab6809f9f463f1c664ae59f0b5f78ea82775d,97585
dense,images__val__0000277_01801_d_0000548.jpg,e4f5f83e7f17f569fe556e7bb6b94e1de9ce8a1494538d74428d4117ebcd9025,e4f5f83e7f17f569fe556e7bb6b94e1de9ce8a1494538d74428d4117ebcd9025,143360
dense,images__val__0000277_02601_d_0000552.jpg,cd66bdaaabba5217fd7be47dfa42ab9e9ebc5c6688b28cb5eb5086f4863e6857,cd66bdaaabba5217fd7be47dfa42ab9e9ebc5c6688b28cb5eb5086f4863e6857,144587
dense,images__val__0000277_03401_d_0000555.jpg,5e2c1ef139801703aec66ed25119edf8eb11065332d1ca3ee063aedee819dc8c,5e2c1ef139801703aec66ed25119edf8eb11065332d1ca3ee063aedee819dc8c,132904
dense,images__val__0000277_04601_d_0000561.jpg,c488bb064215b028b67fc45b179f9001eb03fa5f4b6718a3a6beef1165acd1e7,c488bb064215b028b67fc45b179f9001eb03fa5f4b6718a3a6beef1165acd1e7,132150
dense,images__val__0000277_05001_d_0000562.jpg,cc04f674aafbcf6847a225bba24ca1321c294baa61104573a1e695d8393d8f94,cc04f674aafbcf6847a225bba24ca1321c294baa61104573a1e695d8393d8f94,138123
dense,images__val__0000280_01001_d_0000617.jpg,24e924f6c0dd9002a8371ada9033b1ab6f29c523ccce90376d6cad44e3a2a513,24e924f6c0dd9002a8371ada9033b1ab6f29c523ccce90376d6cad44e3a2a513,192593
dense,images__val__0000280_01201_d_0000618.jpg,afdf63a59991d7ae40e45d22be6ca2bd8be9cf6414b2ab03d0b98d84d506be5e,afdf63a59991d7ae40e45d22be6ca2bd8be9cf6414b2ab03d0b98d84d506be5e,181447
dense,images__val__0000280_01401_d_0000619.jpg,1f067b98411ffdac3def2e259d5e313543cad5644ceb012272019b084e60dd46,1f067b98411ffdac3def2e259d5e313543cad5644ceb012272019b084e60dd46,182622
dense,images__val__0000280_01601_d_0000620.jpg,42513e661d7dafa4ff952b79a805bc48b70e7a8122b240e62e9677406c7d6b8b,42513e661d7dafa4ff952b79a805bc48b70e7a8122b240e62e9677406c7d6b8b,180855
dense,images__val__0000289_03801_d_0000830.jpg,b6f29ee7b7cdf1cdc79e055efcd9149a0b92363bc4b045f9a1d8bbe08122b7f5,b6f29ee7b7cdf1cdc79e055efcd9149a0b92363bc4b045f9a1d8bbe08122b7f5,168895
dense,images__val__0000289_04401_d_0000833.jpg,1a815c9b4fdd335f06831062182ba8ba10ff1081801a9512e9d514b2c237b673,1a815c9b4fdd335f06831062182ba8ba10ff1081801a9512e9d514b2c237b673,133740
dense,images__val__0000289_05601_d_0000839.jpg,5bdabc13646076ddc9f73cc5245560eecec46308a5cf7547a5aea42d86acadc7,5bdabc13646076ddc9f73cc5245560eecec46308a5cf7547a5aea42d86acadc7,150791
dense,images__val__0000289_06801_d_0000845.jpg,4a9ef5752709c1727134f75f660d1ae89bcab6929ae3c4bdb4cafca77e230708,4a9ef5752709c1727134f75f660d1ae89bcab6929ae3c4bdb4cafca77e230708,194329
dense,images__val__0000291_00001_d_0000868.jpg,66e3d1991b32341839b607515ca7432eb98a18f473b244a89923ab59f1e463c0,66e3d1991b32341839b607515ca7432eb98a18f473b244a89923ab59f1e463c0,164040
dense,images__val__0000291_00201_d_0000869.jpg,ecf0a4b2a657d606844b537d44febe1c32c81a3e129dd767fa9772e91632d086,ecf0a4b2a657d606844b537d44febe1c32c81a3e129dd767fa9772e91632d086,157345
dense,images__val__0000291_00401_d_0000870.jpg,c2fcfe15053d0de805ef995f81b16b11e9e583472df232ffb22b30e0275a329b,c2fcfe15053d0de805ef995f81b16b11e9e583472df232ffb22b30e0275a329b,188896
dense,images__val__0000291_00601_d_0000871.jpg,81391a112189aebfe2be45b33b2cf81b14dccb51619599b8020500ae782d521e,81391a112189aebfe2be45b33b2cf81b14dccb51619599b8020500ae782d521e,185977
dense,images__val__0000291_01001_d_0000873.jpg,ad6705b75ce2ca9a72562a07b5df4e8a1a331bf7ee323190a576e98db6f4eef2,ad6705b75ce2ca9a72562a07b5df4e8a1a331bf7ee323190a576e98db6f4eef2,172609
dense,images__val__0000291_01201_d_0000874.jpg,4bf7afaa79de29e265fd8353c94ebc7b3b3b9bbcc0e10150c4346516d4244806,4bf7afaa79de29e265fd8353c94ebc7b3b3b9bbcc0e10150c4346516d4244806,186526
dense,images__val__0000291_01401_d_0000875.jpg,cf842024fe02ab6dff44efc8f36150cc1edf77619623703382d9a524d635e8f9,cf842024fe02ab6dff44efc8f36150cc1edf77619623703382d9a524d635e8f9,167460
dense,images__val__0000291_01801_d_0000877.jpg,809f5dd32db213a00ee48677bb32c3a1de62efcce93da90836089706ed1c0a10,809f5dd32db213a00ee48677bb32c3a1de62efcce93da90836089706ed1c0a10,206691
dense,images__val__0000291_02001_d_0000878.jpg,117ba5243bf5ef207c41107d8d4de9718c925df566e7480a0aa209da0fe200ca,117ba5243bf5ef207c41107d8d4de9718c925df566e7480a0aa209da0fe200ca,200709
dense,images__val__0000291_02201_d_0000879.jpg,888abd296fa6d940b63b968d73a2d14e3234678876168b77ea54428081a47c24,888abd296fa6d940b63b968d73a2d14e3234678876168b77ea54428081a47c24,192326
dense,images__val__0000291_02601_d_0000881.jpg,83e4eb131e528d073b8ef2cc97c856467ed35443fb684e795a4c986e8fcf955f,83e4eb131e528d073b8ef2cc97c856467ed35443fb684e795a4c986e8fcf955f,185745
dense,images__val__0000291_03201_d_0000884.jpg,fe7c14394b24e969936c046ce0993a724694e1a2c05c459e0a99d8ed08452330,fe7c14394b24e969936c046ce0993a724694e1a2c05c459e0a99d8ed08452330,202562
dense,images__val__0000291_03401_d_0000885.jpg,04e8d1cce332aa3ef729b0b90bff2e16bdc761a22d2ac0a4bd0112b47a967dc2,04e8d1cce332aa3ef729b0b90bff2e16bdc761a22d2ac0a4bd0112b47a967dc2,187952
dense,images__val__0000291_03601_d_0000886.jpg,929171890e53df3755e670fee2dc55ba50fb63397521885fc390bf118ecd6cb3,929171890e53df3755e670fee2dc55ba50fb63397521885fc390bf118ecd6cb3,173979
dense,images__val__0000291_03801_d_0000887.jpg,c0d94e27c5e46f54421d6407dff3392ec68c60e81b2c2da5aa3fbeb027912bf9,c0d94e27c5e46f54421d6407dff3392ec68c60e81b2c2da5aa3fbeb027912bf9,154231
dense,images__val__0000291_04001_d_0000888.jpg,ed6181f6b5219e5098da12c74054de9b2abdebbcc5649406ff31bfeaea4e25b7,ed6181f6b5219e5098da12c74054de9b2abdebbcc5649406ff31bfeaea4e25b7,171326
dense,images__val__0000291_04201_d_0000889.jpg,bd93cfa6c19bbb8befef10b0e44414edd326b6e82b6a97ab4c991d4d8a34bf8d,bd93cfa6c19bbb8befef10b0e44414edd326b6e82b6a97ab4c991d4d8a34bf8d,180891
dense,images__val__0000291_04401_d_0000890.jpg,368ab992e3511ee2cd57a5ffc6aff512ad7cc602e995b0814b892d42d5a8d23d,368ab992e3511ee2cd57a5ffc6aff512ad7cc602e995b0814b892d42d5a8d23d,175417
dense,images__val__0000291_05001_d_0000892.jpg,588036e0d8f4ba29cda8a9b5805f945ed4b249379fbfb852f63ea3d4ac233738,588036e0d8f4ba29cda8a9b5805f945ed4b249379fbfb852f63ea3d4ac233738,168257
dense,images__val__0000291_05201_d_0000893.jpg,153e529837817c523eca76f06c6512610e705cd8c45b6fa79ef071038ea8fb4d,153e529837817c523eca76f06c6512610e705cd8c45b6fa79ef071038ea8fb4d,206359
dense,images__val__0000293_03601_d_0000940.jpg,2a4da79988c16e08fcffb64b15aec88060ba9f52012ab42585e9174a2ab788ab,2a4da79988c16e08fcffb64b15aec88060ba9f52012ab42585e9174a2ab788ab,193171
dense,images__val__0000295_00000_d_0000021.jpg,87e05952a3ca89e2dfe0742b515175ddbd73e785abefb87bff8ac8a0538d633c,87e05952a3ca89e2dfe0742b515175ddbd73e785abefb87bff8ac8a0538d633c,184221
dense,images__val__0000295_00600_d_0000024.jpg,21ff2cfbf1a06ef0a9a335965cce128d7c0f0f86e46092d37085376a850a8248,21ff2cfbf1a06ef0a9a335965cce128d7c0f0f86e46092d37085376a850a8248,189099
dense,images__val__0000295_00800_d_0000025.jpg,4d4d55df101fa6c84006bc0d2e9dd213d5ee8c96ba99ddcfc72b471c5ecb4827,4d4d55df101fa6c84006bc0d2e9dd213d5ee8c96ba99ddcfc72b471c5ecb4827,194388
dense,images__val__0000295_01000_d_0000026.jpg,912d06a154ae543ee7591869ded8edf36befe2eb4bb755a36ded2478d2c48801,912d06a154ae543ee7591869ded8edf36befe2eb4bb755a36ded2478d2c48801,187380
dense,images__val__0000295_01200_d_0000027.jpg,f30e40c67f892fcc697cdfa0b4a63016ad1cc37d3013d53d1ca92837a9d97b5b,f30e40c67f892fcc697cdfa0b4a63016ad1cc37d3013d53d1ca92837a9d97b5b,179999
dense,images__val__0000295_01400_d_0000028.jpg,b3d497526d77a4af97c4bbf01402850e6c3461347afff8b16d7b0c1083030b3a,b3d497526d77a4af97c4bbf01402850e6c3461347afff8b16d7b0c1083030b3a,180525
dense,images__val__0000295_01600_d_0000029.jpg,4f8c050f28c0fdc5b33d7e83db6e99b69cd6b94f09070f222e963803a0237582,4f8c050f28c0fdc5b33d7e83db6e99b69cd6b94f09070f222e963803a0237582,190449
dense,images__val__0000295_01800_d_0000030.jpg,b01da65652fce82a45514282c19529d358ad353e067f19992106f3e829edd579,b01da65652fce82a45514282c19529d358ad353e067f19992106f3e829edd579,203035
dense,images__val__0000295_02000_d_0000031.jpg,245b277500839edc050b351c24e5b91ecb281bb85ac00401628ff1182d607572,245b277500839edc050b351c24e5b91ecb281bb85ac00401628ff1182d607572,205258
dense,images__val__0000295_02200_d_0000032.jpg,a5b5ea04225dd22a037fdbe29acafc91ec88effe2db5f856b26bac2e672db631,a5b5ea04225dd22a037fdbe29acafc91ec88effe2db5f856b26bac2e672db631,202907
dense,images__val__0000295_02400_d_0000033.jpg,f4e6fc5838b411648e0d10845540309874c23bd79a402d6be68bf57cbedf6771,f4e6fc5838b411648e0d10845540309874c23bd79a402d6be68bf57cbedf6771,203807
dense,images__val__0000295_02900_d_0000034.jpg,7602ae661a63950f9d8593f9cb2eab08617671c2749c2caf8de8d40351354d6c,7602ae661a63950f9d8593f9cb2eab08617671c2749c2caf8de8d40351354d6c,185693
dense,images__val__0000296_01001_d_0000040.jpg,93f5ec0f5994c9299b48a62b3466d18ea5122735d043914b9e9d31e8915099e9,93f5ec0f5994c9299b48a62b3466d18ea5122735d043914b9e9d31e8915099e9,207757
dense,images__val__0000301_00001_d_0000156.jpg,fab9ac80318d57c611b4e7b27d80cfb0038dfa5f97c41ea1dc3b38d3d1f60f2c,fab9ac80318d57c611b4e7b27d80cfb0038dfa5f97c41ea1dc3b38d3d1f60f2c,165723
dense,images__val__0000308_04401_d_0000327.jpg,ac235c38679e3bbf188dfd9160c12fbc9b7567d02d509be9977765f6706a90af,ac235c38679e3bbf188dfd9160c12fbc9b7567d02d509be9977765f6706a90af,174299
dense,images__val__0000312_00001_d_0000414.jpg,edcf9185a8a2425d4a9350dbe39f1a9c29a6aeea4cd2fdf75b0b6306009af8e2,edcf9185a8a2425d4a9350dbe39f1a9c29a6aeea4cd2fdf75b0b6306009af8e2,196013
dense,images__val__0000312_00201_d_0000415.jpg,e9461176a3525bd1f3fbd0962098d7b80395a5cde1aaa35d8ccf22e7893d6ed7,e9461176a3525bd1f3fbd0962098d7b80395a5cde1aaa35d8ccf22e7893d6ed7,156456
dense,images__val__0000313_06601_d_0000469.jpg,b887075b5b91047e11a634c5634591e8b97a4d1d7e8b06f03c3614401f0535f2,b887075b5b91047e11a634c5634591e8b97a4d1d7e8b06f03c3614401f0535f2,190249
dense,images__val__0000315_01601_d_0000509.jpg,57127672b27bc67c60dbe076a1600c5bd026a39b8f18c821573f6d053a1a4611,57127672b27bc67c60dbe076a1600c5bd026a39b8f18c821573f6d053a1a4611,195638
dense,images__val__0000327_03201_d_0000727.jpg,921eb37c357baa6debc4f370b34799c0f749b9d468dfeb302eb4887a7742ddce,921eb37c357baa6debc4f370b34799c0f749b9d468dfeb302eb4887a7742ddce,121297
dense,images__val__0000327_03801_d_0000730.jpg,ac41406165ac4da8c7e8859bc0056d9f8c5536251c8ef2589f29a0762c7810e5,ac41406165ac4da8c7e8859bc0056d9f8c5536251c8ef2589f29a0762c7810e5,144886
dense,images__val__0000327_04001_d_0000731.jpg,5ac8129280162a86bbe26ac10b87cfaf0e4c0f0d01db1aa1c121b6a2b9ea4784,5ac8129280162a86bbe26ac10b87cfaf0e4c0f0d01db1aa1c121b6a2b9ea4784,146806
dense,images__val__0000327_04201_d_0000732.jpg,d914e4e88994c9e72bc4d18362c59ea428a186d347916460153cf6eaf50d8c43,d914e4e88994c9e72bc4d18362c59ea428a186d347916460153cf6eaf50d8c43,137091
dense,images__val__0000330_00201_d_0000801.jpg,a171c57aa5bf2688c72d99c5b29191c6d7ce67bce34a8e1f7e985db2f0d6c5c6,a171c57aa5bf2688c72d99c5b29191c6d7ce67bce34a8e1f7e985db2f0d6c5c6,161049
dense,images__val__0000330_00401_d_0000802.jpg,658df565075881cd79e679e056699431ec1f05586b29928eda89f1eb5b4fd296,658df565075881cd79e679e056699431ec1f05586b29928eda89f1eb5b4fd296,151023
dense,images__val__0000330_00601_d_0000803.jpg,1c0343bbb0bb2705ac18ac5a3848153287267db6046773d08f6ed2511c006b97,1c0343bbb0bb2705ac18ac5a3848153287267db6046773d08f6ed2511c006b97,150912
dense,images__val__0000330_01201_d_0000806.jpg,aff148aaa2234166a977341cb78e573127cfb59406ff32f9e35ed97e2ef29a25,aff148aaa2234166a977341cb78e573127cfb59406ff32f9e35ed97e2ef29a25,168930
dense,images__val__0000330_01401_d_0000807.jpg,deac9c571959a93712ea193a7f079ac07de2aa49adb3d4ff86d076fdbbb05775,deac9c571959a93712ea193a7f079ac07de2aa49adb3d4ff86d076fdbbb05775,162353
dense,images__val__0000330_01601_d_0000808.jpg,5d55d08e7303ab86c579ff01a63b87ccd2c73a8319a4fcae99dd9f9f6c56757b,5d55d08e7303ab86c579ff01a63b87ccd2c73a8319a4fcae99dd9f9f6c56757b,139385
dense,images__val__0000330_04201_d_0000821.jpg,2398a4ca2bd887127b12646cbaa38fdda7455aa43a8d687b70b0e4f94da53743,2398a4ca2bd887127b12646cbaa38fdda7455aa43a8d687b70b0e4f94da53743,130675
dense,images__val__0000333_01765_d_0000010.jpg,934d41088f6aaea3b2fa1391f823e5c10f3b1e6d034e3345629b9d3e2d2ed453,934d41088f6aaea3b2fa1391f823e5c10f3b1e6d034e3345629b9d3e2d2ed453,141223
dense,images__val__0000333_03529_d_0000019.jpg,462a5288dd87e1c384dc5af1dee41bcd5a0108eb0480071a1c97ed0eefe92784,462a5288dd87e1c384dc5af1dee41bcd5a0108eb0480071a1c97ed0eefe92784,139266
dense,images__val__0000335_02745_d_0000057.jpg,74622eac8098664da04d180e43c2cb31357010b8ba8e83a690633c149e6d5927,74622eac8098664da04d180e43c2cb31357010b8ba8e83a690633c149e6d5927,164302
dense,images__val__0000335_03137_d_0000059.jpg,b4bcd9aab0a875ac72bff5b849d625a44dca700154b55e6d204332956d5dfb6a,b4bcd9aab0a875ac72bff5b849d625a44dca700154b55e6d204332956d5dfb6a,157668
dense,images__val__0000342_00393_d_0000244.jpg,0c6d87602fcb9974ad9f8ec4ec3a3d4f81cdf35c5dd176d918cbfd29fa5d15c8,0c6d87602fcb9974ad9f8ec4ec3a3d4f81cdf35c5dd176d918cbfd29fa5d15c8,140764
dense,images__val__0000345_07057_d_0000345.jpg,e500a2c793521b5de757f40f570827c86123fcba4a661c3c4e34380498d52bd9,e500a2c793521b5de757f40f570827c86123fcba4a661c3c4e34380498d52bd9,114923
dense,images__val__0000356_00589_d_0000632.jpg,ebe59a7dd6cbb6a1c7a382d7541139c4d15d8d58a805743cf7148af24eff0148,ebe59a7dd6cbb6a1c7a382d7541139c4d15d8d58a805743cf7148af24eff0148,137017
dense,images__val__0000356_01569_d_0000637.jpg,37f4c0358b80239c6eab8c0a324eccec310425867c987c3fe3745ffe598eaafe,37f4c0358b80239c6eab8c0a324eccec310425867c987c3fe3745ffe598eaafe,126037
dense,images__val__0000356_01961_d_0000639.jpg,44479e8e6b9c52dd34375302384ca779fc8a1d6173b19eb7177566c7f31effa1,44479e8e6b9c52dd34375302384ca779fc8a1d6173b19eb7177566c7f31effa1,121803
dense,images__val__0000356_02353_d_0000641.jpg,11effab98873c518a1dbf01d4879bb75d75216aae9b01ef197eacefdd754b046,11effab98873c518a1dbf01d4879bb75d75216aae9b01ef197eacefdd754b046,112426
dense,images__val__0000356_02745_d_0000643.jpg,af27fd8f658e5e8b34800f984af44db0d3b368d04c94e2eb2dda0c008e6c2556,af27fd8f658e5e8b34800f984af44db0d3b368d04c94e2eb2dda0c008e6c2556,118181
dense,images__val__0000356_02941_d_0000644.jpg,240fceb24ca3c89d6025e48f67906389ef2cd416dfa944cfdce34e4b0bda19d3,240fceb24ca3c89d6025e48f67906389ef2cd416dfa944cfdce34e4b0bda19d3,117239
