epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
11,2922.17,1.82439,2.99748,0.02619,0.99388,8.65663,0.27315,0.19729,0.13772,0.06666,1.86559,2.90819,0.03433,0,0,8.65663,0,8.65663,0,0.043549,0.0906731,3.11066,3.11066,0,1,0.0097525,0.0097525,0.0097525,0.00487625,0.019505
12,3194.41,1.79298,2.92434,0.0255,0.99449,8.48172,0.25282,0.21347,0.15052,0.07123,1.88148,2.81495,0.03439,0,0,8.48172,0,8.48172,0,0.04267,0.0907752,3.11066,3.11066,0,1,0.00972775,0.00972775,0.00972775,0.00486388,0.0194555
13,3460.11,1.77388,2.879,0.02523,0.99547,8.32453,0.25542,0.22136,0.15933,0.0774,1.79784,2.84193,0.03254,0,0,8.32453,0,8.32453,0,0.0418779,0.0905636,3.11066,3.11066,0,1,0.009703,0.009703,0.009703,0.0048515,0.019406
14,3719.05,1.75372,2.83,0.02491,0.99536,8.22489,0.28693,0.24051,0.18707,0.09607,1.79383,2.69209,0.03217,0,0,8.22489,0,8.22489,0,0.0413748,0.0907512,3.11066,3.11066,0,1,0.00967825,0.00967825,0.00967825,0.00483913,0.0193565
15,3986.41,1.74897,2.78453,0.02467,0.99643,8.18052,0.27413,0.24889,0.19522,0.10082,1.77805,2.66616,0.03215,0,0,8.18051,0,8.18051,0,0.0411521,0.0913804,3.11066,3.11066,0,1,0.0096535,0.0096535,0.0096535,0.00482675,0.019307
16,4252.26,1.74561,2.75539,0.02445,0.99567,8.02068,0.29005,0.26527,0.20972,0.10942,1.76996,2.59266,0.03193,0,0,8.02067,0,8.02067,0,0.0403496,0.090506,3.11066,3.11066,0,1,0.00962875,0.00962875,0.00962875,0.00481438,0.0192575
17,4515.75,1.73649,2.7112,0.02442,0.99632,7.95122,0.33386,0.26636,0.23042,0.11919,1.78412,2.54842,0.03211,0,0,7.95122,0,7.95122,0,0.0399995,0.0906014,3.11066,3.11066,0,1,0.009604,0.009604,0.009604,0.004802,0.019208
18,4767.46,1.718,2.68017,0.02435,0.9965,7.92032,0.3167,0.28211,0.23155,0.12264,1.75865,2.49126,0.0318,0,0,7.92032,0,7.92032,0,0.039842,0.0913829,3.11066,3.11066,0,1,0.00957925,0.00957925,0.00957925,0.00478963,0.0191585
19,5029.05,1.70924,2.64127,0.02387,0.99653,7.81589,0.33336,0.30125,0.25795,0.13702,1.74729,2.44052,0.0312,0,0,7.8159,0,7.8159,0,0.0393197,0.0911172,3.11066,3.11066,0,1,0.0095545,0.0095545,0.0095545,0.00477725,0.019109
20,5294.4,1.69647,2.6068,0.02378,0.9969,7.79312,0.35894,0.28686,0.26162,0.14076,1.73913,2.44213,0.03103,0,0,7.79312,0,7.79312,0,0.0392056,0.0918415,3.11066,3.11066,0,1,0.00952975,0.00952975,0.00952975,0.00476488,0.0190595
21,5561.45,1.69633,2.59345,0.02367,0.99671,7.76544,0.36705,0.31796,0.27516,0.1489,1.7305,2.37589,0.03071,0,0,7.76544,0,7.76544,0,0.0390631,0.0919244,3.11066,3.11066,0,1,0.009505,0.009505,0.009505,0.0047525,0.01901
22,5806.68,1.68808,2.56433,0.02345,0.99718,7.7156,0.36643,0.3046,0.28054,0.15612,1.69628,2.34744,0.02999,0,0,7.7156,0,7.7156,0,0.0388172,0.0922966,3.11066,3.11066,0,1,0.00948025,0.00948025,0.00948025,0.00474013,0.0189605
23,6075.93,1.67275,2.53474,0.0232,0.9974,7.65294,0.39714,0.32001,0.29972,0.16644,1.68049,2.27405,0.02951,0,0,7.65294,0,7.65294,0,0.0384977,0.092467,3.11066,3.11066,0,1,0.0094555,0.0094555,0.0094555,0.00472775,0.018911
24,6337.29,1.67057,2.5179,0.02315,0.99729,7.63855,0.38225,0.34159,0.3084,0.17378,1.67778,2.25144,0.0294,0,0,7.63855,0,7.63855,0,0.0384273,0.0928406,3.11066,3.11066,0,1,0.00943075,0.00943075,0.00943075,0.00471537,0.0188615
25,6596.2,1.65911,2.48436,0.02302,0.99742,7.60096,0.40579,0.34309,0.31767,0.18075,1.66363,2.22827,0.02898,0,0,7.60096,0,7.60096,0,0.0382377,0.093389,3.11066,3.11066,0,1,0.009406,0.009406,0.009406,0.004703,0.018812
26,6862.47,1.66385,2.47923,0.02293,0.99757,7.56427,0.41584,0.35325,0.33402,0.19026,1.64786,2.18969,0.02874,0,0,7.56427,0,7.56427,0,0.0380529,0.092964,3.11066,3.11066,0,1,0.00938125,0.00938125,0.00938125,0.00469063,0.0187625
27,7120.29,1.65437,2.43899,0.02276,0.99779,7.55641,0.43081,0.35427,0.34365,0.19536,1.64702,2.16148,0.0286,0,0,7.5564,0,7.5564,0,0.0380123,0.0939584,3.11066,3.11066,0,1,0.0093565,0.0093565,0.0093565,0.00467825,0.018713
28,7377.87,1.64959,2.42821,0.02263,0.99796,7.52506,0.42477,0.3622,0.34506,0.19999,1.62694,2.14052,0.02827,0,0,7.52506,0,7.52506,0,0.0378554,0.0939698,3.11066,3.11066,0,1,0.00933175,0.00933175,0.00933175,0.00466587,0.0186635
29,7640.88,1.64828,2.41337,0.02261,0.99803,7.49013,0.43842,0.36006,0.35673,0.20722,1.63195,2.11745,0.0284,0,0,7.49014,0,7.49014,0,0.0376792,0.0940668,3.11066,3.11066,0,1,0.009307,0.009307,0.009307,0.0046535,0.018614
30,7896.6,1.63094,2.40589,0.0224,0.99788,7.45386,0.45757,0.37683,0.3625,0.2116,1.60804,2.08472,0.02789,0,0,7.45386,0,7.45386,0,0.0374971,0.0940334,3.11066,3.11066,0,1,0.00928225,0.00928225,0.00928225,0.00464113,0.0185645
31,8157.67,1.63498,2.37962,0.02229,0.9982,7.454,0.45104,0.37172,0.36866,0.21711,1.59162,2.06531,0.02729,0,0,7.454,0,7.454,0,0.0375015,0.094619,3.11066,3.11066,0,1,0.0092575,0.0092575,0.0092575,0.00462875,0.018515
32,8419.12,1.6257,2.36517,0.02228,0.99814,7.42567,0.47804,0.38214,0.37995,0.22415,1.58236,2.04044,0.02715,0,0,7.42567,0,7.42567,0,0.0373561,0.0948958,3.11066,3.11066,0,1,0.00923275,0.00923275,0.00923275,0.00461637,0.0184655
33,8679.21,1.61648,2.33245,0.02218,0.99841,7.38942,0.47207,0.3915,0.38969,0.23209,1.58715,2.01541,0.02727,0,0,7.38941,0,7.38941,0,0.0371756,0.0953288,3.11066,3.11066,0,1,0.009208,0.009208,0.009208,0.004604,0.018416
34,8947.56,1.62255,2.33263,0.02212,0.99832,7.37663,0.48332,0.40023,0.39873,0.23741,1.57963,1.99266,0.02708,0,0,7.37663,0,7.37663,0,0.0371099,0.0951864,3.11066,3.11066,0,1,0.00918325,0.00918325,0.00918325,0.00459163,0.0183665
35,9226.46,1.61093,2.31605,0.02196,0.99838,7.35646,0.50189,0.39857,0.40769,0.24221,1.57427,1.96786,0.02698,0,0,7.35646,0,7.35646,0,0.037009,0.0956486,3.11066,3.11066,0,1,0.0091585,0.0091585,0.0091585,0.00457925,0.018317
36,9491.75,1.59881,2.30196,0.02188,0.99846,7.34257,0.49719,0.40646,0.40971,0.24499,1.56301,1.9638,0.02675,0,0,7.34257,0,7.34257,0,0.0369369,0.0959492,3.11066,3.11066,0,1,0.00913375,0.00913375,0.00913375,0.00456687,0.0182675
37,9759.61,1.60562,2.28767,0.02179,0.99878,7.31247,0.49129,0.40703,0.417,0.24998,1.55658,1.95117,0.02648,0,0,7.31247,0,7.31247,0,0.036786,0.0960585,3.11066,3.11066,0,1,0.009109,0.009109,0.009109,0.0045545,0.018218
38,10030.2,1.59833,2.2745,0.02186,0.99869,7.28163,0.49484,0.41668,0.42003,0.25339,1.54906,1.92655,0.02636,0,0,7.28162,0,7.28162,0,0.0366341,0.0960833,3.11066,3.11066,0,1,0.00908425,0.00908425,0.00908425,0.00454213,0.0181685
39,10290.6,1.59754,2.26274,0.02185,0.99868,7.24108,0.51849,0.41151,0.42519,0.25653,1.54521,1.91261,0.02625,0,0,7.24108,0,7.24108,0,0.0364251,0.095888,3.11066,3.11066,0,1,0.0090595,0.0090595,0.0090595,0.00452975,0.018119
40,10547.6,1.59569,2.25491,0.02158,0.99873,7.24715,0.50757,0.42243,0.43172,0.26108,1.53989,1.90358,0.02616,0,0,7.24714,0,7.24714,0,0.036456,0.0963761,3.11066,3.11066,0,1,0.00903475,0.00903475,0.00903475,0.00451737,0.0180695
41,10806.3,1.58576,2.24199,0.02154,0.99888,7.24509,0.52363,0.41756,0.43556,0.26562,1.53394,1.88989,0.02596,0,0,7.24509,0,7.24509,0,0.0364455,0.0966827,3.11066,3.11066,0,1,0.00901,0.00901,0.00901,0.004505,0.01802
42,11059.2,1.59629,2.24171,0.02142,0.99885,7.24167,0.5226,0.42403,0.44134,0.26972,1.53154,1.87564,0.02587,0,0,7.24167,0,7.24167,0,0.0364288,0.0965984,3.11066,3.11066,0,1,0.00898525,0.00898525,0.00898525,0.00449263,0.0179705
43,11315.3,1.58689,2.22026,0.02149,0.99895,7.18055,0.53292,0.42882,0.44645,0.27346,1.52249,1.86027,0.02569,0,0,7.18055,0,7.18055,0,0.0361208,0.0965941,3.11066,3.11066,0,1,0.0089605,0.0089605,0.0089605,0.00448025,0.017921
44,11574.5,1.58288,2.20876,0.02148,0.99901,7.17675,0.51934,0.42917,0.44929,0.27635,1.51773,1.8538,0.02554,0,0,7.17675,0,7.17675,0,0.0361027,0.0969923,3.11066,3.11066,0,1,0.00893575,0.00893575,0.00893575,0.00446788,0.0178715
45,11827.5,1.58141,2.19579,0.02136,0.99899,7.16432,0.52636,0.4425,0.45545,0.2814,1.51,1.83979,0.02535,0,0,7.16432,0,7.16432,0,0.0360385,0.0971197,3.11066,3.11066,0,1,0.008911,0.008911,0.008911,0.0044555,0.017822
46,12080.5,1.57032,2.19118,0.02132,0.99921,7.17416,0.53539,0.44029,0.46107,0.2861,1.50458,1.82222,0.02525,0,0,7.17416,0,7.17416,0,0.0360924,0.097621,3.11066,3.11066,0,1,0.00888625,0.00888625,0.00888625,0.00444313,0.0177725
47,12333.6,1.57651,2.16858,0.02118,0.9989,7.14018,0.54301,0.44342,0.46582,0.28895,1.501,1.81512,0.02513,0,0,7.14017,0,7.14017,0,0.0359177,0.0977229,3.11066,3.11066,0,1,0.0088615,0.0088615,0.0088615,0.00443075,0.017723
48,12582.3,1.56984,2.174,0.02113,0.9992,7.12963,0.54822,0.44234,0.47142,0.29175,1.49933,1.80193,0.02511,0,0,7.12963,0,7.12963,0,0.0358691,0.0975834,3.11066,3.11066,0,1,0.00883675,0.00883675,0.00883675,0.00441838,0.0176735
49,12831.3,1.56886,2.1597,0.02111,0.99915,7.11949,0.55047,0.44687,0.4716,0.29248,1.49588,1.79903,0.02503,0,0,7.11949,0,7.11949,0,0.0358208,0.0979935,3.11066,3.11066,0,1,0.008812,0.008812,0.008812,0.004406,0.017624
50,13085.8,1.56481,2.14864,0.02095,0.9992,7.13603,0.55921,0.44942,0.47533,0.29506,1.49231,1.79319,0.02493,0,0,7.13603,0,7.13603,0,0.0358986,0.0986132,3.11066,3.11066,0,1,0.00878725,0.00878725,0.00878725,0.00439362,0.0175745
51,13337.6,1.56189,2.14173,0.02095,0.99923,7.07743,0.55946,0.45501,0.48169,0.29982,1.4905,1.78363,0.02484,0,0,7.07743,0,7.07743,0,0.0356046,0.0978388,3.11066,3.11066,0,1,0.0087625,0.0087625,0.0087625,0.00438125,0.017525
52,13587.6,1.56437,2.13501,0.02094,0.99933,7.08661,0.55705,0.45533,0.48461,0.30264,1.48608,1.7751,0.02477,0,0,7.08661,0,7.08661,0,0.0356477,0.0982945,3.11066,3.11066,0,1,0.00873775,0.00873775,0.00873775,0.00436888,0.0174755
53,13845.7,1.55613,2.13366,0.02084,0.99913,7.08198,0.56235,0.45465,0.48825,0.30546,1.48493,1.76555,0.02475,0,0,7.08197,0,7.08197,0,0.0356255,0.098571,3.11066,3.11066,0,1,0.008713,0.008713,0.008713,0.0043565,0.017426
54,14101.5,1.5534,2.1189,0.02075,0.99927,7.05885,0.57648,0.45399,0.4916,0.30793,1.48002,1.76116,0.02463,0,0,7.05885,0,7.05885,0,0.0355126,0.0986476,3.11066,3.11066,0,1,0.00868825,0.00868825,0.00868825,0.00434412,0.0173765
55,14360.8,1.55402,2.11348,0.02081,0.9994,7.08101,0.5751,0.4581,0.49292,0.30976,1.47754,1.75472,0.02455,0,0,7.081,0,7.081,0,0.0356232,0.0990734,3.11066,3.11066,0,1,0.0086635,0.0086635,0.0086635,0.00433175,0.017327
56,14619.1,1.54935,2.10428,0.02078,0.99942,7.03068,0.58246,0.45855,0.49525,0.31143,1.47789,1.74634,0.02455,0,0,7.03068,0,7.03068,0,0.0353681,0.0987921,3.11066,3.11066,0,1,0.00863875,0.00863875,0.00863875,0.00431938,0.0172775
57,14878,1.53774,2.09821,0.02055,0.99926,7.02413,0.57759,0.45867,0.49619,0.31286,1.47519,1.74238,0.02448,0,0,7.02413,0,7.02413,0,0.0353326,0.0990456,3.11066,3.11066,0,1,0.008614,0.008614,0.008614,0.004307,0.017228
58,15135.7,1.53723,2.08214,0.02065,0.99969,7.02265,0.56668,0.46764,0.49843,0.31411,1.47374,1.73729,0.02443,0,0,7.02264,0,7.02264,0,0.035331,0.0995005,3.11066,3.11066,0,1,0.00858925,0.00858925,0.00858925,0.00429463,0.0171785
59,15393.4,1.5492,2.08997,0.02074,0.99942,7.00252,0.5715,0.46884,0.50059,0.31562,1.47304,1.72909,0.02441,0,0,7.00252,0,7.00252,0,0.0352265,0.0987652,3.11066,3.11066,0,1,0.0085645,0.0085645,0.0085645,0.00428225,0.017129
60,15653.2,1.54404,2.07681,0.0205,0.99952,7.00783,0.5708,0.47096,0.50292,0.31745,1.47026,1.72515,0.02436,0,0,7.00783,0,7.00783,0,0.0352563,0.0995499,3.11066,3.11066,0,1,0.00853975,0.00853975,0.00853975,0.00426988,0.0170795
61,15907,1.54489,2.07111,0.02063,0.9994,6.97719,0.57915,0.46967,0.50481,0.31912,1.46789,1.72068,0.0243,0,0,6.97719,0,6.97719,0,0.0351012,0.0992409,3.11066,3.11066,0,1,0.008515,0.008515,0.008515,0.0042575,0.01703
62,16158.6,1.54134,2.05812,0.02048,0.99949,6.98063,0.58863,0.46747,0.50741,0.32055,1.46521,1.71641,0.02422,0,0,6.98063,0,6.98063,0,0.0351171,0.0996386,3.11066,3.11066,0,1,0.00849025,0.00849025,0.00849025,0.00424513,0.0169805
63,16415.9,1.54229,2.05375,0.02052,0.99949,6.97023,0.59345,0.46925,0.50995,0.32209,1.46434,1.70968,0.02422,0,0,6.97023,0,6.97023,0,0.0350638,0.0995328,3.11066,3.11066,0,1,0.0084655,0.0084655,0.0084655,0.00423275,0.016931
64,16668.8,1.54599,2.04771,0.02049,0.99949,6.96395,0.58981,0.47371,0.51127,0.32365,1.4631,1.70524,0.02418,0,0,6.96395,0,6.96395,0,0.0350325,0.0995164,3.11066,3.11066,0,1,0.00844075,0.00844075,0.00844075,0.00422038,0.0168815
65,16920.5,1.52753,2.04641,0.02045,0.99966,6.94553,0.59904,0.4712,0.51365,0.32519,1.46094,1.70099,0.02411,0,0,6.94553,0,6.94553,0,0.0349433,0.0997539,3.11066,3.11066,0,1,0.008416,0.008416,0.008416,0.004208,0.016832
66,17178.5,1.53524,2.03649,0.02042,0.99964,6.93517,0.60136,0.47302,0.51523,0.32654,1.46078,1.6963,0.02409,0,0,6.93517,0,6.93517,0,0.034887,0.0996589,3.11066,3.11066,0,1,0.00839125,0.00839125,0.00839125,0.00419563,0.0167825
67,17432,1.52962,2.03711,0.02038,0.9996,6.95824,0.60311,0.47233,0.51658,0.32739,1.45915,1.69392,0.02406,0,0,6.95823,0,6.95823,0,0.0350051,0.10026,3.11066,3.11066,0,1,0.0083665,0.0083665,0.0083665,0.00418325,0.016733
68,17680.5,1.52946,2.02261,0.02025,0.9995,6.92083,0.60454,0.47387,0.51766,0.32835,1.45726,1.69082,0.02401,0,0,6.92082,0,6.92082,0,0.0348132,0.10014,3.11066,3.11066,0,1,0.00834175,0.00834175,0.00834175,0.00417088,0.0166835
69,17936.4,1.52113,2.01911,0.0203,0.99964,6.93491,0.6014,0.47734,0.51922,0.32943,1.45563,1.68741,0.02397,0,0,6.9349,0,6.9349,0,0.03489,0.100762,3.11066,3.11066,0,1,0.008317,0.008317,0.008317,0.0041585,0.016634
70,18185.8,1.51871,2.01979,0.02022,0.99965,6.91902,0.60672,0.47618,0.51986,0.33048,1.45436,1.68484,0.02393,0,0,6.91902,0,6.91902,0,0.0348066,0.100354,3.11066,3.11066,0,1,0.00829225,0.00829225,0.00829225,0.00414612,0.0165845
71,18431.8,1.52205,2.0113,0.02016,0.99961,6.88751,0.60799,0.47823,0.52116,0.33145,1.45236,1.68252,0.02388,0,0,6.88751,0,6.88751,0,0.0346489,0.100253,3.11066,3.11066,0,1,0.0082675,0.0082675,0.0082675,0.00413375,0.016535
72,18686.5,1.516,2.00068,0.02012,0.99978,6.89656,0.60828,0.47862,0.52213,0.33223,1.45109,1.67953,0.02385,0,0,6.89656,0,6.89656,0,0.0346987,0.100596,3.11066,3.11066,0,1,0.00824275,0.00824275,0.00824275,0.00412138,0.0164855
73,18939.5,1.52407,2.00335,0.02022,0.99946,6.88797,0.60858,0.48119,0.52351,0.33335,1.44981,1.67667,0.02382,0,0,6.88797,0,6.88797,0,0.0346514,0.100336,3.11066,3.11066,0,1,0.008218,0.008218,0.008218,0.004109,0.016436
74,19195.8,1.51679,1.99806,0.02006,0.99979,6.85119,0.6093,0.47957,0.52534,0.33485,1.44934,1.67341,0.02381,0,0,6.85119,0,6.85119,0,0.0344683,0.100114,3.11066,3.11066,0,1,0.00819325,0.00819325,0.00819325,0.00409662,0.0163865
75,19454.2,1.52102,1.99565,0.02024,0.99971,6.86862,0.61159,0.47903,0.52645,0.33602,1.44836,1.67201,0.02378,0,0,6.86861,0,6.86861,0,0.0345552,0.100343,3.11066,3.11066,0,1,0.0081685,0.0081685,0.0081685,0.00408425,0.016337
76,19707.3,1.52347,1.99521,0.02002,0.9996,6.84251,0.61143,0.47851,0.52766,0.3369,1.44812,1.6685,0.02377,0,0,6.84251,0,6.84251,0,0.0344221,0.100038,3.11066,3.11066,0,1,0.00814375,0.00814375,0.00814375,0.00407187,0.0162875
77,19957,1.51069,1.98176,0.02,0.99978,6.86315,0.60842,0.48253,0.52832,0.33738,1.44754,1.66609,0.02375,0,0,6.86314,0,6.86314,0,0.0345262,0.100946,3.11066,3.11066,0,1,0.008119,0.008119,0.008119,0.0040595,0.016238
78,20208,1.5096,1.97101,0.02002,0.9997,6.82927,0.60758,0.48387,0.5286,0.33779,1.44552,1.66545,0.0237,0,0,6.82927,0,6.82927,0,0.0343544,0.10081,3.11066,3.11066,0,1,0.00809425,0.00809425,0.00809425,0.00404712,0.0161885
79,20455.4,1.51141,1.98809,0.02003,0.9997,6.85008,0.60531,0.48669,0.52931,0.3385,1.44429,1.66329,0.02367,0,0,6.85008,0,6.85008,0,0.0344615,0.100487,3.11066,3.11066,0,1,0.0080695,0.0080695,0.0080695,0.00403475,0.016139
80,20700.9,1.50773,1.97398,0.01996,0.99971,6.82088,0.60494,0.48809,0.53012,0.33964,1.44328,1.65993,0.02364,0,0,6.82087,0,6.82087,0,0.0343122,0.100734,3.11066,3.11066,0,1,0.00804475,0.00804475,0.00804475,0.00402237,0.0160895
81,20953.4,1.50906,1.95753,0.01992,0.99972,6.84399,0.60529,0.4875,0.53116,0.3404,1.44227,1.6575,0.02362,0,0,6.84399,0,6.84399,0,0.0344282,0.1014,3.11066,3.11066,0,1,0.00802,0.00802,0.00802,0.00401,0.01604
82,21199.8,1.49768,1.96678,0.0199,0.99987,6.8008,0.60594,0.48786,0.53207,0.34106,1.44079,1.65662,0.0236,0,0,6.8008,0,6.8008,0,0.0342119,0.100708,3.11066,3.11066,0,1,0.00799525,0.00799525,0.00799525,0.00399763,0.0159905
83,21449.4,1.50552,1.961,0.01985,0.99989,6.83586,0.61115,0.48383,0.53275,0.34171,1.43951,1.65561,0.02357,0,0,6.83586,0,6.83586,0,0.0343864,0.101164,3.11066,3.11066,0,1,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,21701.2,1.49938,1.95412,0.01972,0.99963,6.82057,0.61589,0.48304,0.53293,0.34199,1.43839,1.6544,0.02356,0,0,6.82057,0,6.82057,0,0.0343136,0.101346,3.11066,3.11066,0,1,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,21950.4,1.51063,1.94804,0.01982,0.99974,6.78973,0.62279,0.48089,0.53403,0.34297,1.43723,1.65159,0.02353,0,0,6.78972,0,6.78972,0,0.0341584,0.100852,3.11066,3.11066,0,1,0.007921,0.007921,0.007921,0.0039605,0.015842
86,22201.6,1.50551,1.94175,0.01986,0.99994,6.76889,0.62537,0.48153,0.53522,0.34368,1.43743,1.64737,0.02353,0,0,6.76889,0,6.76889,0,0.0340546,0.100914,3.11066,3.11066,0,1,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,22451.2,1.49997,1.94385,0.01981,0.99972,6.78482,0.62172,0.48483,0.53622,0.34448,1.43661,1.64426,0.02351,0,0,6.78482,0,6.78482,0,0.0341341,0.101106,3.11066,3.11066,0,1,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,22697.5,1.48859,1.93817,0.01974,0.99978,6.78087,0.62485,0.4855,0.53678,0.34499,1.43509,1.6435,0.02348,0,0,6.78087,0,6.78087,0,0.0341109,0.101412,3.11066,3.11066,0,1,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,22949.6,1.4957,1.93259,0.01974,0.99992,6.76034,0.62731,0.48322,0.53778,0.34569,1.43423,1.64124,0.02344,0,0,6.76034,0,6.76034,0,0.0340098,0.101141,3.11066,3.11066,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
90,23193.2,1.49806,1.93208,0.01984,0.99985,6.77148,0.62825,0.48358,0.5384,0.34642,1.43291,1.64019,0.02342,0,0,6.77148,0,6.77148,0,0.0340671,0.101198,3.11066,3.11066,0,1,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,23434,1.49641,1.93883,0.0198,0.99965,6.764,0.63188,0.48477,0.53936,0.34696,1.43201,1.63835,0.02339,0,0,6.764,0,6.764,0,0.0340275,0.101118,3.11066,3.11066,0,1,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,23680.9,1.48875,1.92293,0.01962,0.99979,6.77138,0.63211,0.48545,0.54018,0.3478,1.43021,1.63797,0.02336,0,0,6.77137,0,6.77137,0,0.0340623,0.101778,3.11066,3.11066,0,1,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,23924.3,1.48708,1.91872,0.01971,0.99988,6.7336,0.62576,0.48793,0.54108,0.34849,1.42952,1.63576,0.02334,0,0,6.7336,0,6.7336,0,0.033873,0.10124,3.11066,3.11066,0,1,0.007723,0.007723,0.007723,0.0038615,0.015446
94,24171.4,1.50073,1.92384,0.01964,0.99988,6.73646,0.62664,0.48698,0.54193,0.34914,1.42882,1.6336,0.02333,0,0,6.73645,0,6.73645,0,0.0338898,0.100783,3.11066,3.11066,0,1,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,24414.5,1.4851,1.89815,0.01959,0.99981,6.72523,0.62297,0.49045,0.54247,0.34973,1.427,1.63262,0.0233,0,0,6.72523,0,6.72523,0,0.0338321,0.101789,3.11066,3.11066,0,1,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,24656.8,1.49058,1.89953,0.01957,1,6.73752,0.62374,0.4913,0.54304,0.35037,1.42518,1.63167,0.02326,0,0,6.73752,0,6.73752,0,0.0338928,0.1018,3.11066,3.11066,0,1,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
