annotation_id,image_id,file_name,category_id,class_name,width_px,height_px,area_px,area_fraction,aspect_ratio,small,area_bin,aspect_bin,width_bin,height_bin
32,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,51.99936000000008,42.000119999999924,2183.9793599231994,0.0010532307869999997,1.2380764626386824,False,out_of_range,near_square,32_64px,32_64px
33,1,0000001_02999_d_0000005.jpg,10,motor,38.00064000000003,30.000239999999962,1140.0283201535995,0.0005497821759999997,1.2666778665770702,False,out_of_range,near_square,32_64px,16_32px
34,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,48.000000000000114,36.999720000000025,1775.9865600000053,0.0008564750000000026,1.2973071147565463,False,out_of_range,near_square,32_64px,32_64px
35,1,0000001_02999_d_0000005.jpg,10,motor,51.99935999999991,33.00048000000004,1716.0038396927991,0.0008275481479999996,1.5757152623234525,False,out_of_range,wide,32_64px,32_64px
36,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,42.0,43.00020000000006,1806.0084000000027,0.0008709531250000013,0.9767396430714261,False,out_of_range,near_square,32_64px,32_64px
37,1,0000001_02999_d_0000005.jpg,10,motor,55.000319999999874,25.999919999999975,1430.0039199743953,0.0006896238039999978,2.1154034320105572,False,out_of_range,very_wide,32_64px,16_32px
38,1,0000001_02999_d_0000005.jpg,1,pedestrian,16.999680000000012,36.999720000000025,628.9834000896009,0.0003033291860000004,0.45945428776217767,True,large_small,very_tall,16_32px,32_64px
39,1,0000001_02999_d_0000005.jpg,10,motor,36.000000000000114,28.000080000000025,1008.0028800000041,0.000486112500000002,1.2857106122553965,True,large_small,near_square,32_64px,16_32px
40,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,39.999360000000024,43.00020000000006,1719.9804798720036,0.0008294658950000017,0.930213347844893,False,out_of_range,near_square,32_64px,32_64px
41,1,0000001_02999_d_0000005.jpg,10,motor,40.9996799999999,27.000000000000057,1106.9913599999995,0.0005338499999999998,1.5185066666666598,False,out_of_range,wide,32_64px,16_32px
42,1,0000001_02999_d_0000005.jpg,10,motor,38.00064000000003,23.99975999999998,912.0062398464,0.000439817824,1.5833758337583401,True,large_small,wide,32_64px,16_32px
43,1,0000001_02999_d_0000005.jpg,10,motor,36.000000000000114,25.99992000000003,935.9971200000041,0.000451387500000002,1.3846196449835257,True,large_small,wide,32_64px,16_32px
44,1,0000001_02999_d_0000005.jpg,3,bicycle,45.000959999999964,25.99992000000009,1170.0213599232031,0.0005642464120000015,1.7308114794199294,False,out_of_range,wide,32_64px,16_32px
45,1,0000001_02999_d_0000005.jpg,10,motor,39.99935999999991,24.99983999999995,999.9776001023957,0.00048224228399999797,1.599984639901695,True,large_small,wide,32_64px,16_32px
46,1,0000001_02999_d_0000005.jpg,10,motor,45.000959999999964,31.000319999999988,1395.0441603071984,0.0006727643519999992,1.4516288864114946,False,out_of_range,wide,32_64px,16_32px
47,1,0000001_02999_d_0000005.jpg,10,motor,45.000959999999964,29.000159999999994,1305.0350401535986,0.0006293571759999994,1.5517486800072817,False,out_of_range,wide,32_64px,16_32px
48,1,0000001_02999_d_0000005.jpg,10,motor,34.999680000000126,23.999759999999924,839.9839200768004,0.0004050848380000002,1.4583345833458434,True,large_small,wide,32_64px,16_32px
49,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,39.999360000000024,29.000159999999994,1159.9878398976005,0.0005594077160000002,1.3792806660377057,False,out_of_range,wide,32_64px,16_32px
50,1,0000001_02999_d_0000005.jpg,4,car,98.00063999999998,48.999600000000044,4801.992159744003,0.0023157755400000017,2.000029387995002,False,out_of_range,very_wide,64px_plus,32_64px
51,1,0000001_02999_d_0000005.jpg,1,pedestrian,10.999680000000012,30.00024000000002,329.99303992320057,0.00015914016200000027,0.36665306677546594,True,large_small,very_tall,8_16px,16_32px
52,1,0000001_02999_d_0000005.jpg,1,pedestrian,14.000639999999862,31.000320000000016,434.02432020479597,0.00020930956799999805,0.4516288864114904,True,large_small,very_tall,8_16px,16_32px
53,1,0000001_02999_d_0000005.jpg,10,motor,36.000000000000114,17.000280000000004,612.0100800000021,0.000295143750000001,2.1176121805052683,True,large_small,very_wide,32_64px,16_32px
54,1,0000001_02999_d_0000005.jpg,10,motor,19.000319999999988,25.999919999999975,494.0067999743992,0.0002382363039999996,0.7307837870270373,True,large_small,tall,16_32px,16_32px
55,1,0000001_02999_d_0000005.jpg,2,people,14.999040000000036,32.000399999999985,479.97527961600093,0.00023146956000000046,0.46871414107323794,True,large_small,very_tall,8_16px,32_64px
56,1,0000001_02999_d_0000005.jpg,2,people,14.000639999999862,23.999760000000038,336.0119998463972,0.00016204282399999865,0.58336583365833,True,large_small,tall,8_16px,16_32px
57,1,0000001_02999_d_0000005.jpg,4,car,34.999680000000126,30.000240000000005,1049.998799923204,0.0005063651620000019,1.1666466668266693,False,out_of_range,near_square,32_64px,16_32px
58,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,18.0,22.999679999999998,413.99424,0.00019965,0.7826195842724769,True,large_small,near_square,16_32px,16_32px
59,1,0000001_02999_d_0000005.jpg,10,motor,25.000319999999874,18.000359999999972,450.014760115197,0.00021702100699999856,1.3888788890888801,True,large_small,wide,16_32px,16_32px
60,1,0000001_02999_d_0000005.jpg,10,motor,20.000639999999976,20.999520000000018,420.00383969279983,0.0002025481479999999,0.9524331984731059,True,large_small,near_square,16_32px,16_32px
61,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,31.000319999999988,27.0,837.0086399999997,0.00040364999999999986,1.1481599999999996,True,large_small,near_square,16_32px,16_32px
62,1,0000001_02999_d_0000005.jpg,1,pedestrian,4.999680000000126,18.00036,89.99603988480227,4.34008680000011e-05,0.27775444491110873,True,small,very_tall,0_8px,16_32px
63,1,0000001_02999_d_0000005.jpg,4,car,27.999360000000024,31.00032,867.9891197952007,0.0004185904320000004,0.9031958379784475,True,large_small,near_square,16_32px,16_32px
64,1,0000001_02999_d_0000005.jpg,4,car,25.000319999999874,24.999839999999992,625.0039999487966,0.0003014101079999984,1.000019200122876,True,large_small,near_square,16_32px,16_32px
65,1,0000001_02999_d_0000005.jpg,4,car,27.999360000000024,33.99948000000002,951.9636803328013,0.00045908742300000064,0.8235231832957448,True,large_small,near_square,16_32px,32_64px
66,1,0000001_02999_d_0000005.jpg,10,motor,16.999680000000012,30.000239999999962,509.9944799231997,0.00024594641199999985,0.5666514667882668,True,large_small,tall,16_32px,16_32px
67,1,0000001_02999_d_0000005.jpg,2,people,15.999360000000138,32.00040000000007,511.9859197440055,0.00024690679000000267,0.49997375032812413,True,large_small,very_tall,8_16px,32_64px
68,1,0000001_02999_d_0000005.jpg,10,motor,13.000319999999874,25.99992000000003,338.00727997439714,0.00016300505399999862,0.5000138461964444,True,large_small,tall,8_16px,16_32px
69,1,0000001_02999_d_0000005.jpg,2,people,14.99904000000015,29.000159999999994,434.97455984640425,0.00020976782400000205,0.5172054223149166,True,large_small,tall,8_16px,16_32px
70,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,22.9996799999999,49.99968000000001,1149.976640102395,0.0005545797839999977,0.4599965439778793,False,out_of_range,very_tall,16_32px,32_64px
71,1,0000001_02999_d_0000005.jpg,2,people,15.999360000000138,25.99992000000003,415.9820800512041,0.00020060864200000198,0.6153618934212151,True,large_small,tall,8_16px,16_32px
72,1,0000001_02999_d_0000005.jpg,10,motor,36.000000000000114,24.99983999999995,899.994240000001,0.0004340250000000005,1.4400092160589903,True,large_small,wide,32_64px,16_32px
73,1,0000001_02999_d_0000005.jpg,10,motor,20.000639999999976,33.00048000000004,660.0307203072,0.000318301852,0.6060711844191343,True,large_small,tall,16_32px,32_64px
74,1,0000001_02999_d_0000005.jpg,2,people,21.999360000000024,37.99980000000005,835.971280128002,0.000403149730000001,0.5789335733345964,True,large_small,tall,16_32px,32_64px
75,1,0000001_02999_d_0000005.jpg,6,truck,100.9996799999999,61.999559999999974,6261.935720140791,0.003019837827999996,1.6290386576936988,False,out_of_range,wide,64px_plus,32_64px
76,1,0000001_02999_d_0000005.jpg,4,car,74.00063999999998,51.99983999999995,3848.021439897595,0.0018557202159999976,1.4230936095187994,False,out_of_range,wide,64px_plus,32_64px
77,1,0000001_02999_d_0000005.jpg,4,car,37.0003200000001,41.000039999999956,1517.0146000128025,0.0007315849730000012,0.9024459488332242,False,out_of_range,near_square,32_64px,32_64px
78,1,0000001_02999_d_0000005.jpg,5,van,38.00064000000009,60.999480000000005,2318.019279667206,0.0011178719520000028,0.6229666220105496,False,out_of_range,tall,32_64px,32_64px
79,1,0000001_02999_d_0000005.jpg,4,car,22.999680000000012,36.99971999999997,850.9817200895997,0.00041038856099999985,0.6216176771067465,True,large_small,tall,16_32px,32_64px
80,1,0000001_02999_d_0000005.jpg,5,van,122.99903999999992,71.00028000000003,8732.966279731198,0.0042114999419999985,1.732374013172904,False,out_of_range,wide,64px_plus,64px_plus
81,1,0000001_02999_d_0000005.jpg,4,car,36.000000000000114,49.99968000000001,1799.9884800000061,0.0008680500000000029,0.7200046080294935,False,out_of_range,tall,32_64px,32_64px
82,1,0000001_02999_d_0000005.jpg,10,motor,13.000319999999874,24.99983999999995,325.0059199487962,0.00015673510799999816,0.5200161281032158,True,large_small,tall,8_16px,16_32px
83,1,0000001_02999_d_0000005.jpg,2,people,13.000319999999874,25.99992000000009,338.0072799743979,0.00016300505399999897,0.5000138461964433,True,large_small,tall,8_16px,16_32px
84,1,0000001_02999_d_0000005.jpg,10,motor,14.000639999999862,23.999760000000038,336.0119998463972,0.00016204282399999865,0.58336583365833,True,large_small,tall,8_16px,16_32px
85,1,0000001_02999_d_0000005.jpg,2,people,10.999680000000012,21.999600000000015,241.98856012800044,0.00011669973000000022,0.4999945453553703,True,small,very_tall,8_16px,16_32px
86,1,0000001_02999_d_0000005.jpg,10,motor,14.000639999999976,27.0,378.01727999999935,0.0001822999999999997,0.5185422222222213,True,large_small,tall,8_16px,16_32px
87,1,0000001_02999_d_0000005.jpg,3,bicycle,11.999999999999886,23.99975999999998,287.99711999999704,0.00013888749999999857,0.5000050000499962,True,large_small,tall,8_16px,16_32px
88,1,0000001_02999_d_0000005.jpg,2,people,9.99935999999991,21.99959999999996,219.9819202559976,0.00010608695999999885,0.4545246277205008,True,small,very_tall,8_16px,16_32px
89,1,0000001_02999_d_0000005.jpg,2,people,14.000639999999976,25.999920000000003,364.0155199487994,0.0001755476079999997,0.5384878107317244,True,large_small,tall,8_16px,16_32px
90,1,0000001_02999_d_0000005.jpg,10,motor,12.0,22.999679999999984,275.9961599999998,0.0001330999999999999,0.521746389514985,True,large_small,tall,8_16px,16_32px
91,1,0000001_02999_d_0000005.jpg,2,people,12.0,22.999679999999984,275.9961599999998,0.0001330999999999999,0.521746389514985,True,large_small,tall,8_16px,16_32px
92,1,0000001_02999_d_0000005.jpg,10,motor,10.999680000000012,25.999920000000003,285.9908000256003,0.00013791994600000014,0.42306591712589925,True,large_small,very_tall,8_16px,16_32px
93,1,0000001_02999_d_0000005.jpg,2,people,10.999680000000012,20.999520000000047,230.98800015360078,0.00011139467600000037,0.5238062584287635,True,small,tall,8_16px,16_32px
94,1,0000001_02999_d_0000005.jpg,2,people,11.999999999999886,25.999919999999975,311.99903999999674,0.00015046249999999843,0.46153988166117044,True,large_small,very_tall,8_16px,16_32px
95,1,0000001_02999_d_0000005.jpg,10,motor,37.0003200000001,20.999520000000018,776.9889598464028,0.0003747053240000014,1.7619602733776805,True,large_small,wide,32_64px,16_32px
96,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,18.000000000000114,35.99964,647.9935200000041,0.000312496875000002,0.5000050000500037,True,large_small,tall,16_32px,32_64px
97,1,0000001_02999_d_0000005.jpg,2,people,14.000639999999976,22.999679999999984,322.0102397951992,0.00015529043199999961,0.6087319475749221,True,large_small,tall,8_16px,16_32px
98,1,0000001_02999_d_0000005.jpg,10,motor,9.99935999999991,19.000440000000005,189.99223971839834,9.16243439999992e-05,0.5262699179597897,True,small,tall,8_16px,16_32px
99,1,0000001_02999_d_0000005.jpg,2,people,8.999040000000036,19.000439999999998,170.98571957760066,8.245839100000032e-05,0.47362271610552376,True,small,very_tall,8_16px,16_32px
100,1,0000001_02999_d_0000005.jpg,10,motor,8.00064000000009,17.00028000000001,136.0131201792016,6.559274700000077e-05,0.47061813099549443,True,small,very_tall,8_16px,16_32px
101,1,0000001_02999_d_0000005.jpg,2,people,8.00064000000009,19.000439999999994,152.01568028160165,7.33100310000008e-05,0.4210765645427207,True,small,very_tall,8_16px,16_32px
102,1,0000001_02999_d_0000005.jpg,1,pedestrian,9.999360000000024,25.999920000000017,259.9825600512008,0.0001253773920000004,0.384591952590624,True,large_small,very_tall,8_16px,16_32px
103,1,0000001_02999_d_0000005.jpg,10,motor,33.000959999999964,21.999600000000015,726.0079196159998,0.0003501195599999999,1.5000709103801861,True,large_small,wide,32_64px,16_32px
104,1,0000001_02999_d_0000005.jpg,2,people,8.999040000000036,20.99951999999999,188.97552046080068,9.113402800000033e-05,0.42853550938307355,True,small,very_tall,8_16px,16_32px
105,1,0000001_02999_d_0000005.jpg,2,people,7.000319999999988,19.000439999999998,133.00916014079976,6.414407799999989e-05,0.3684293626884424,True,small,very_tall,0_8px,16_32px
106,1,0000001_02999_d_0000005.jpg,4,car,69.99935999999991,32.000399999999985,2240.007519743996,0.001080250539999998,2.1874526568417876,False,out_of_range,very_wide,64px_plus,32_64px
107,1,0000001_02999_d_0000005.jpg,4,car,74.99904000000004,29.000159999999994,2174.9841598464004,0.0010488928240000002,2.5861595246371074,False,out_of_range,very_wide,64px_plus,16_32px
108,1,0000001_02999_d_0000005.jpg,1,pedestrian,8.999039999999923,23.999759999999995,215.9748002303981,0.00010415451399999909,0.37496374963749324,True,small,very_tall,8_16px,16_32px
109,1,0000001_02999_d_0000005.jpg,1,pedestrian,10.999679999999898,28.00008000000001,307.99191997439726,0.0001485300539999987,0.39284459187259085,True,large_small,very_tall,8_16px,16_32px
110,1,0000001_02999_d_0000005.jpg,10,motor,9.999360000000024,19.000439999999998,189.99223971840044,9.162434400000021e-05,0.5262699179597959,True,small,tall,8_16px,16_32px
111,1,0000001_02999_d_0000005.jpg,2,people,7.000320000000102,12.999959999999994,91.00387998720129,4.3886902000000624e-05,0.5384878107317334,True,small,tall,0_8px,8_16px
112,1,0000001_02999_d_0000005.jpg,2,people,8.999039999999923,15.000119999999995,134.9866798847988,6.509774299999942e-05,0.5999312005503906,True,small,tall,8_16px,8_16px
113,1,0000001_02999_d_0000005.jpg,10,motor,18.0,16.000199999999978,288.0035999999996,0.0001388906249999998,1.1249859376757805,True,large_small,near_square,16_32px,16_32px
114,1,0000001_02999_d_0000005.jpg,2,people,12.0,20.99951999999999,251.99423999999988,0.00012152499999999995,0.5714416329516107,True,small,tall,8_16px,16_32px
115,1,0000001_02999_d_0000005.jpg,10,motor,27.999360000000024,17.000280000000004,475.9969598208005,0.00022955100300000024,1.646994049509774,True,large_small,wide,16_32px,16_32px
116,1,0000001_02999_d_0000005.jpg,2,people,9.999360000000024,19.000439999999998,189.99223971840044,9.162434400000021e-05,0.5262699179597959,True,small,tall,8_16px,16_32px
117,1,0000001_02999_d_0000005.jpg,10,motor,19.000319999999988,18.000359999999986,342.0126001151995,0.00016493663199999977,1.0555522222888878,True,large_small,near_square,16_32px,16_32px
118,1,0000001_02999_d_0000005.jpg,2,people,10.999680000000012,20.00052000000001,219.99931983360034,0.00010609535100000016,0.5499697007877798,True,small,tall,8_16px,16_32px
119,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,31.000319999999988,30.000240000000005,930.0170400767998,0.0004485035879999999,1.0333357333141329,True,large_small,near_square,16_32px,16_32px
120,1,0000001_02999_d_0000005.jpg,2,people,12.0,16.000199999999992,192.0023999999999,9.259374999999996e-05,0.7499906251171864,True,small,tall,8_16px,16_32px
121,1,0000001_02999_d_0000005.jpg,10,motor,18.000000000000114,16.000199999999992,288.0036000000017,0.00013889062500000083,1.1249859376757867,True,large_small,near_square,16_32px,16_32px
122,1,0000001_02999_d_0000005.jpg,2,people,8.999040000000036,18.000360000000015,161.9859596544008,7.811822900000039e-05,0.4999366679333096,True,small,very_tall,8_16px,16_32px
123,1,0000001_02999_d_0000005.jpg,8,awning-tricycle,21.99935999999991,33.000479999999996,725.989439692797,0.00035011064799999854,0.6666375761807075,True,large_small,tall,16_32px,32_64px
124,1,0000001_02999_d_0000005.jpg,2,people,12.0,18.000359999999986,216.00431999999984,0.00010416874999999993,0.6666533335999951,True,small,tall,8_16px,16_32px
125,1,0000001_02999_d_0000005.jpg,10,motor,9.99935999999991,27.000000000000014,269.9827199999977,0.00013019999999999888,0.37034666666666316,True,large_small,very_tall,8_16px,16_32px
126,1,0000001_02999_d_0000005.jpg,2,people,10.999680000000012,21.999599999999973,241.98856012799996,0.00011669972999999999,0.4999945453553713,True,small,very_tall,8_16px,16_32px
127,1,0000001_02999_d_0000005.jpg,2,people,10.999680000000012,21.9996,241.98856012800027,0.00011669973000000013,0.49999454535537063,True,small,very_tall,8_16px,16_32px
128,2,0000001_03499_d_0000006.jpg,4,car,45.00096000000008,68.00004000000001,3060.067080038406,0.0014757267940000028,0.6617784342479809,False,out_of_range,tall,32_64px,64px_plus
129,2,0000001_03499_d_0000006.jpg,4,car,44.00064000000009,49.99968000000001,2200.017919795205,0.0010609654320000025,0.8800184321179672,False,out_of_range,near_square,32_64px,32_64px
130,2,0000001_03499_d_0000006.jpg,4,car,90.0,88.99955999999997,8009.960399999998,0.003862828124999999,1.0112409544496628,False,out_of_range,near_square,64px_plus,64px_plus
131,2,0000001_03499_d_0000006.jpg,4,car,86.00064000000009,62.99963999999994,5418.0093597696,0.0026128517360000003,1.3650973243656657,False,out_of_range,wide,64px_plus,32_64px
132,2,0000001_03499_d_0000006.jpg,4,car,105.99936000000002,71.00027999999992,7525.984239820793,0.0036294291279999964,1.4929428447324453,False,out_of_range,wide,64px_plus,64px_plus
133,2,0000001_03499_d_0000006.jpg,4,car,52.9996799999999,101.00051999999994,5352.995239833586,0.0025814984759999935,0.5247466052650019,False,out_of_range,tall,32_64px,64px_plus
134,2,0000001_03499_d_0000006.jpg,4,car,62.000639999999976,85.0003200000001,5270.0742402048045,0.002541509568000002,0.7294165480788767,False,out_of_range,tall,32_64px,64px_plus
135,2,0000001_03499_d_0000006.jpg,4,car,75.99936000000014,170.9996400000001,12995.863200230433,0.006267295139000016,0.4444416374209916,False,out_of_range,very_tall,64px_plus,64px_plus
136,2,0000001_03499_d_0000006.jpg,4,car,91.00031999999999,151.00020000000006,13741.066520064003,0.006626671740000001,0.6026503276154598,False,out_of_range,tall,64px_plus,64px_plus
137,2,0000001_03499_d_0000006.jpg,4,car,111.99936000000002,143.99964,16127.867520230404,0.0077777138890000016,0.7777752777715279,False,out_of_range,near_square,64px_plus,64px_plus
138,2,0000001_03499_d_0000006.jpg,10,motor,21.99935999999991,41.00004000000001,901.9746399743966,0.0004349800539999984,0.5365692326153805,True,large_small,tall,16_32px,32_64px
139,2,0000001_03499_d_0000006.jpg,1,pedestrian,18.0,30.00024000000002,540.0043200000003,0.00026041875000000015,0.5999952000383993,True,large_small,tall,16_32px,16_32px
140,2,0000001_03499_d_0000006.jpg,7,tricycle,48.0,32.00040000000007,1536.0192000000034,0.0007407500000000016,1.4999812502343688,False,out_of_range,wide,32_64px,32_64px
141,2,0000001_03499_d_0000006.jpg,4,car,81.00096000000008,32.000399999999985,2592.063120384001,0.0012500304400000005,2.5312483593955113,False,out_of_range,very_wide,64px_plus,32_64px
142,2,0000001_03499_d_0000006.jpg,4,car,67.0003200000001,30.00024000000002,2010.0256800768043,0.0009693410880000021,2.2333261333909347,False,out_of_range,very_wide,64px_plus,16_32px
143,2,0000001_03499_d_0000006.jpg,4,car,68.99904000000015,32.000399999999985,2207.9968796160038,0.0010648133100000018,2.156193047586911,False,out_of_range,very_wide,64px_plus,32_64px
144,2,0000001_03499_d_0000006.jpg,7,tricycle,46.99967999999967,38.999880000000005,1832.9818800383873,0.0008839611689999939,1.2051237080729393,False,out_of_range,near_square,32_64px,32_64px
145,2,0000001_03499_d_0000006.jpg,1,pedestrian,20.999039999999923,29.00016000000005,608.9755198463988,0.0002936803239999994,0.7241008325471269,True,large_small,tall,16_32px,16_32px
146,2,0000001_03499_d_0000006.jpg,10,motor,30.0,38.99988000000002,1169.9964000000004,0.0005642343750000002,0.7692331361019569,False,out_of_range,near_square,16_32px,32_64px
147,2,0000001_03499_d_0000006.jpg,10,motor,37.00032,45.00036,1665.0277201152,0.000802964757,0.822222755551289,False,out_of_range,near_square,32_64px,32_64px
148,2,0000001_03499_d_0000006.jpg,10,motor,22.999680000000005,43.00020000000006,988.9908399360016,0.00047694388500000076,0.534873791284691,True,large_small,tall,16_32px,32_64px
149,2,0000001_03499_d_0000006.jpg,10,motor,23.999999999999986,36.999720000000025,887.99328,0.0004282375,0.6486535573782712,True,large_small,tall,16_32px,32_64px
150,2,0000001_03499_d_0000006.jpg,3,bicycle,28.9996799999999,17.000280000000004,493.0026799103984,0.00023775206399999924,1.7058354332987393,True,large_small,wide,16_32px,16_32px
151,2,0000001_03499_d_0000006.jpg,10,motor,32.000639999999976,12.999960000000016,416.0070399744002,0.0002006206790000001,2.461595266446969,True,large_small,very_wide,32_64px,8_16px
152,2,0000001_03499_d_0000006.jpg,2,people,15.999359999999797,17.00027999999999,271.99359982079636,0.00013116975299999826,0.941123322674674,True,large_small,near_square,8_16px,16_32px
153,2,0000001_03499_d_0000006.jpg,2,people,15.999359999999797,20.000520000000023,319.9955196671963,0.0001543188269999982,0.7999472013727532,True,large_small,near_square,8_16px,16_32px
154,2,0000001_03499_d_0000006.jpg,10,motor,22.9996799999999,19.00044000000001,437.0040398591983,0.0002107465469999992,1.2104814414824017,True,large_small,near_square,16_32px,16_32px
155,2,0000001_03499_d_0000006.jpg,2,people,15.999359999999797,18.000360000000015,287.99423976959656,0.00013888611099999835,0.8888355566221888,True,large_small,near_square,8_16px,16_32px
