annotation_id,image_id,file_name,category_id,class_name,width_px,height_px,area_px,area_fraction,aspect_ratio,small,area_bin,aspect_bin,width_bin,height_bin
21,2,0000026_04978_d_0000034.jpg,3,bicycle,17.0,41.00017500000001,697.0029750000002,0.0006699375000000002,0.4146323765691243,True,large_small,very_tall,16_32px,32_64px
22,2,0000026_04978_d_0000034.jpg,4,car,51.000000000000114,89.99995500000011,4589.997705000016,0.004411762500000016,0.5666669500001422,False,out_of_range,tall,32_64px,64px_plus
23,2,0000026_04978_d_0000034.jpg,4,car,47.00023999999996,78.00016499999998,3666.0264750395963,0.0035236701989999966,0.6025659048285343,False,out_of_range,tall,32_64px,64px_plus
24,2,0000026_04978_d_0000034.jpg,4,car,91.99992,35.000279999999975,3220.022959977598,0.003094985543999998,2.628548114472229,False,out_of_range,very_wide,64px_plus,32_64px
25,2,0000026_04978_d_0000034.jpg,4,car,101.0004,41.000174999999956,4141.034075069995,0.003980232674999995,2.4634138756724844,False,out_of_range,very_wide,64px_plus,32_64px
26,2,0000026_04978_d_0000034.jpg,5,van,51.999600000000015,72.00027000000006,3743.985239892004,0.003598601730000004,0.7222139583643225,False,out_of_range,tall,32_64px,64px_plus
27,2,0000026_04978_d_0000034.jpg,4,car,85.99959999999999,37.99984499999999,3267.971470061999,0.003141072154999999,2.263156599717709,False,out_of_range,very_wide,64px_plus,32_64px
28,2,0000026_04978_d_0000034.jpg,4,car,95.00008,40.000320000000016,3800.0336000256016,0.0036524736640000015,2.3749830001359977,False,out_of_range,very_wide,64px_plus,32_64px
29,2,0000026_04978_d_0000034.jpg,4,car,84.99999999999999,32.99980500000001,2804.9834250000004,0.0026960625000000005,2.575772796233189,False,out_of_range,very_wide,64px_plus,32_64px
30,2,0000026_04978_d_0000034.jpg,4,car,80.00063999999998,33.99965999999999,2719.9945597823985,0.0026143738559999984,2.3529835298352983,False,out_of_range,very_wide,64px_plus,32_64px
31,2,0000026_04978_d_0000034.jpg,2,people,13.000240000000076,16.999829999999974,221.00186995920097,0.00021242009800000094,0.7647276472764784,True,small,near_square,8_16px,16_32px
32,2,0000026_04978_d_0000034.jpg,2,people,12.000639999999862,19.000305000000026,228.01582019519768,0.00021916168799999776,0.6316024926968197,True,small,tall,8_16px,16_32px
33,2,0000026_04978_d_0000034.jpg,10,motor,13.999840000000063,30.00024000000002,419.99855996160215,0.0004036895040000021,0.46665760007253454,True,large_small,very_tall,8_16px,16_32px
34,2,0000026_04978_d_0000034.jpg,4,car,43.000479999999925,59.99971500000004,2580.016544863197,0.002479831357999997,0.7166780708875017,False,out_of_range,tall,32_64px,32_64px
35,2,0000026_04978_d_0000034.jpg,4,car,38.99935999999991,57.00014999999999,2222.9693699039944,0.0021366487599999945,0.6841974977258817,False,out_of_range,tall,32_64px,32_64px
36,2,0000026_04978_d_0000034.jpg,10,motor,20.999760000000038,14.000265000000013,294.0022049364008,0.00028258574100000074,1.4999544651476253,True,large_small,wide,16_32px,8_16px
37,2,0000026_04978_d_0000034.jpg,4,car,61.999679999999955,63.99989999999997,3967.973320031995,0.0038138920799999955,0.9687465136664274,False,out_of_range,near_square,32_64px,32_64px
38,2,0000026_04978_d_0000034.jpg,4,car,68.99959999999999,73.00012500000003,5036.979424950001,0.004841387375000001,0.9451983815096202,False,out_of_range,near_square,64px_plus,64px_plus
39,2,0000026_04978_d_0000034.jpg,4,car,51.9996000000001,63.000045,3275.9771399820065,0.003148766955000006,0.825389886626273,False,out_of_range,near_square,32_64px,32_64px
40,2,0000026_04978_d_0000034.jpg,2,people,10.000080000000139,24.00034499999998,240.00537002760316,0.00023068566900000305,0.41666401045485585,True,small,very_tall,8_16px,16_32px
41,2,0000026_04978_d_0000034.jpg,2,people,10.000080000000139,20.000159999999966,200.00320001280244,0.00019223683200000235,0.5000000000000078,True,small,tall,8_16px,16_32px
42,2,0000026_04978_d_0000034.jpg,2,people,13.000239999999962,24.00034499999998,312.01024508279886,0.0002998945069999989,0.5416688801765129,True,large_small,tall,8_16px,16_32px
43,2,0000026_04978_d_0000034.jpg,3,bicycle,12.00064000000009,28.999619999999936,348.0139997568018,0.0003345001920000017,0.4138205948905577,True,large_small,very_tall,8_16px,16_32px
44,2,0000026_04978_d_0000034.jpg,3,bicycle,10.999679999999898,31.999950000000013,351.9892100159969,0.000338321039999997,0.3437405370945859,True,large_small,very_tall,8_16px,16_32px
45,2,0000026_04978_d_0000034.jpg,1,pedestrian,7.999520000000075,30.00024000000002,239.9875198848024,0.0002306685120000023,0.2666485334784012,True,small,very_tall,0_8px,16_32px
46,2,0000026_04978_d_0000034.jpg,6,truck,34.99959999999999,58.000005,2029.9769749979994,0.0019511504949999993,0.6034413272895405,False,out_of_range,tall,32_64px,32_64px
47,2,0000026_04978_d_0000034.jpg,7,tricycle,37.00015999999994,28.99961999999998,1072.9905799391975,0.0010313250479999975,1.2758843046908879,False,out_of_range,near_square,32_64px,16_32px
48,2,0000026_04978_d_0000034.jpg,10,motor,20.00016000000005,15.999974999999992,320.00205999600064,0.00030757599000000063,1.2500119531436806,True,large_small,near_square,16_32px,8_16px
49,2,0000026_04978_d_0000034.jpg,4,car,55.999360000000024,32.99980500000001,1847.9679601248013,0.0017762091120000012,1.6969603305231655,False,out_of_range,wide,32_64px,32_64px
50,2,0000026_04978_d_0000034.jpg,5,van,48.999439999999936,32.999805,1616.971965109198,0.0015541829729999982,1.4848402892077674,False,out_of_range,wide,32_64px,32_64px
51,2,0000026_04978_d_0000034.jpg,10,motor,20.999760000000038,11.999789999999999,251.99271005040043,0.00024220752600000043,1.750010625185944,True,small,wide,16_32px,8_16px
52,2,0000026_04978_d_0000034.jpg,4,car,27.00007999999991,27.999765,755.9958949811976,0.0007266396529999977,0.9642966646327179,True,large_small,near_square,16_32px,16_32px
53,2,0000026_04978_d_0000034.jpg,4,car,33.00040000000001,46.00021499999999,1518.0254950860003,0.0014590787150000003,0.7173966469504549,False,out_of_range,tall,32_64px,32_64px
54,2,0000026_04978_d_0000034.jpg,4,car,36.00055999999984,42.00003000000001,1512.0246000167936,0.0014533108419999938,0.8571555782222019,False,out_of_range,near_square,32_64px,32_64px
55,2,0000026_04978_d_0000034.jpg,4,car,40.99991999999986,47.99992499999996,1967.9930850059918,0.0018915735149999922,0.8541663346348957,False,out_of_range,near_square,32_64px,32_64px
56,3,0000069_00483_d_0000002.jpg,1,pedestrian,54.999759999999924,164.99979000000002,9074.948850050389,0.008722557525999989,0.33333230302899125,False,out_of_range,very_tall,32_64px,64px_plus
57,3,0000069_00483_d_0000002.jpg,1,pedestrian,51.000000000000114,137.000025,6987.001275000015,0.006715687500000014,0.3722627057914779,False,out_of_range,very_tall,32_64px,64px_plus
58,3,0000069_00483_d_0000002.jpg,1,pedestrian,47.000240000000076,114.00030000000004,5358.0414600720105,0.00514998218000001,0.41228172206564423,False,out_of_range,very_tall,32_64px,64px_plus
59,3,0000069_00483_d_0000002.jpg,1,pedestrian,17.999599999999987,59.999715,1079.9708701139991,0.0010380342849999993,0.2999947583084351,False,out_of_range,very_tall,16_32px,32_64px
60,3,0000069_00483_d_0000002.jpg,1,pedestrian,16.000400000000013,62.00019,992.0278400760009,0.0009535061900000009,0.2580701768817162,True,large_small,very_tall,16_32px,32_64px
61,3,0000069_00483_d_0000002.jpg,1,pedestrian,17.999599999999987,57.000150000000005,1025.9798999399993,0.0009861398499999994,0.31578162513607394,False,out_of_range,very_tall,16_32px,32_64px
62,3,0000069_00483_d_0000002.jpg,1,pedestrian,20.000159999999994,57.000150000000005,1140.0121200239998,0.0010957440599999998,0.35087907663400875,False,out_of_range,very_tall,16_32px,32_64px
63,3,0000069_00483_d_0000002.jpg,1,pedestrian,13.000239999999962,58.00000499999999,754.0139850011976,0.0007247347029999977,0.22414204964292617,True,large_small,very_tall,8_16px,32_64px
64,3,0000069_00483_d_0000002.jpg,1,pedestrian,14.999439999999936,56.000294999999994,839.9730648347963,0.0008073558869999965,0.26784573188408983,True,large_small,very_tall,8_16px,32_64px
65,3,0000069_00483_d_0000002.jpg,1,pedestrian,20.999760000000094,66.00037500000002,1385.9920349100066,0.0013321722750000064,0.31817637399787635,False,out_of_range,very_tall,16_32px,64px_plus
66,3,0000069_00483_d_0000002.jpg,1,pedestrian,21.999359999999967,41.000175,901.9776098879986,0.0008669527199999987,0.5365674658705717,True,large_small,tall,16_32px,32_64px
67,3,0000069_00483_d_0000002.jpg,1,pedestrian,38.999360000000024,68.99994000000001,2690.953500038402,0.002586460496000002,0.5652086074277749,False,out_of_range,tall,32_64px,64px_plus
68,3,0000069_00483_d_0000002.jpg,1,pedestrian,41.99951999999996,84.00006000000002,3527.9621999711976,0.0033909671279999977,0.49999392857576475,False,out_of_range,very_tall,32_64px,64px_plus
69,3,0000069_00483_d_0000002.jpg,1,pedestrian,16.999999999999886,52.999964999999996,900.9994049999939,0.0008660124999999941,0.32075492880042256,True,large_small,very_tall,16_32px,32_64px
70,3,0000069_00483_d_0000002.jpg,1,pedestrian,16.000400000000127,68.000085,1088.0285600340087,0.0010457790850000083,0.23529970587536952,False,out_of_range,very_tall,16_32px,64px_plus
71,3,0000069_00483_d_0000002.jpg,1,pedestrian,20.999760000000038,59.99971500000002,1259.9796150684028,0.0012110530710000027,0.3499976624888973,False,out_of_range,very_tall,16_32px,32_64px
72,3,0000069_00483_d_0000002.jpg,1,pedestrian,23.0003200000001,52.00010999999999,1196.0191700352052,0.001149576288000005,0.4423129104919221,False,out_of_range,very_tall,16_32px,32_64px
73,3,0000069_00483_d_0000002.jpg,1,pedestrian,20.999759999999924,51.00025500000001,1070.9931149387962,0.0010294051469999963,0.41175794121029236,False,out_of_range,very_tall,16_32px,32_64px
74,3,0000069_00483_d_0000002.jpg,1,pedestrian,27.9996799999999,51.00025500000001,1427.9908199183951,0.0013725401959999953,0.5490105882803898,False,out_of_range,tall,16_32px,32_64px
75,3,0000069_00483_d_0000002.jpg,3,bicycle,26.000479999999925,35.000280000000004,910.0240801343974,0.0008746867359999976,0.7428649142235412,True,large_small,tall,16_32px,32_64px
76,3,0000069_00483_d_0000002.jpg,1,pedestrian,41.99952000000019,88.00024499999995,3695.9680498824146,0.003552449106000014,0.4772659439754993,False,out_of_range,very_tall,32_64px,64px_plus
77,3,0000069_00483_d_0000002.jpg,1,pedestrian,61.000080000000025,161.0003700000001,9821.035450029609,0.009439672674000008,0.3788816137503286,False,out_of_range,very_tall,32_64px,64px_plus
78,3,0000069_00483_d_0000002.jpg,1,pedestrian,47.99983999999995,131.00012999999996,6287.985279979192,0.006043815147999992,0.3664106287528109,False,out_of_range,very_tall,32_64px,64px_plus
79,3,0000069_00483_d_0000002.jpg,1,pedestrian,65.99944000000005,180.99976500000002,11945.883130131611,0.01148200992900001,0.36463826348061856,False,out_of_range,very_tall,64px_plus,64px_plus
80,3,0000069_00483_d_0000002.jpg,2,people,68.99959999999987,120.00019499999996,8279.965454921981,0.007958444304999982,0.5749957322986008,False,out_of_range,tall,64px_plus,64px_plus
81,3,0000069_00483_d_0000002.jpg,2,people,30.00023999999999,42.999885000000006,1290.0068699723997,0.0012399143309999997,0.697681865893362,False,out_of_range,tall,16_32px,32_64px
82,3,0000069_00483_d_0000002.jpg,2,people,27.00008000000001,41.00017500000001,1107.008005014001,0.001064021535000001,0.6585357257621463,False,out_of_range,tall,16_32px,32_64px
83,4,0000081_00000_d_0000001.jpg,1,pedestrian,37.00031999999999,43.00020000000006,1591.0211600640018,0.0030690994600000034,0.8604685559602033,False,out_of_range,near_square,32_64px,32_64px
84,4,0000081_00000_d_0000001.jpg,1,pedestrian,24.0,55.000080000000025,1320.0019200000006,0.0025463000000000013,0.4363630016538156,False,out_of_range,very_tall,16_32px,32_64px
85,4,0000081_00000_d_0000001.jpg,2,people,31.000319999999988,43.00020000000006,1333.0199600640015,0.0025714119600000027,0.7209343212357139,False,out_of_range,tall,16_32px,32_64px
86,4,0000081_00000_d_0000001.jpg,1,pedestrian,24.000000000000057,56.000159999999994,1344.003840000003,0.0025926000000000057,0.42857020408513224,False,out_of_range,very_tall,16_32px,32_64px
87,4,0000081_00000_d_0000001.jpg,1,pedestrian,24.000000000000057,49.00013999999999,1176.0033600000024,0.0022685250000000047,0.48979451895443693,False,out_of_range,very_tall,16_32px,32_64px
88,4,0000081_00000_d_0000001.jpg,1,pedestrian,15.0,48.00006000000002,720.0009000000002,0.0013888906250000004,0.31249960937548815,True,large_small,very_tall,8_16px,32_64px
89,4,0000081_00000_d_0000001.jpg,1,pedestrian,19.999680000000012,50.000219999999956,999.9883999295997,0.0019289899689999995,0.39999184003590443,True,large_small,very_tall,16_32px,32_64px
90,4,0000081_00000_d_0000001.jpg,1,pedestrian,25.999679999999955,44.99982000000006,1169.9809200575994,0.002256907638999999,0.577772977758576,False,out_of_range,tall,16_32px,32_64px
91,4,0000081_00000_d_0000001.jpg,1,pedestrian,21.0,50.99976000000004,1070.994960000001,0.0020659625000000017,0.4117666436077343,False,out_of_range,very_tall,16_32px,32_64px
92,4,0000081_00000_d_0000001.jpg,1,pedestrian,33.00000000000006,43.00020000000001,1419.0066000000027,0.0027372812500000053,0.7674382909846943,False,out_of_range,near_square,32_64px,32_64px
93,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.99968000000007,42.00011999999998,713.9885999616026,0.0013772928240000052,0.4047531292767753,True,large_small,very_tall,16_32px,32_64px
94,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.000319999999988,39.99995999999999,640.0121599871993,0.0012345913579999987,0.4000084000083998,True,large_small,very_tall,16_32px,32_64px
95,4,0000081_00000_d_0000001.jpg,1,pedestrian,26.999999999999943,58.999859999999956,1592.9962199999954,0.003072909374999991,0.45762820454150166,False,out_of_range,very_tall,16_32px,32_64px
96,4,0000081_00000_d_0000001.jpg,1,pedestrian,25.000319999999874,50.000219999999956,1250.0215000703927,0.0024113069059999858,0.500004199981518,False,out_of_range,tall,16_32px,32_64px
97,4,0000081_00000_d_0000001.jpg,2,people,21.000000000000114,31.999860000000012,671.9970600000039,0.0012962906250000075,0.6562528711063144,True,large_small,tall,16_32px,16_32px
98,4,0000081_00000_d_0000001.jpg,2,people,23.999999999999943,37.000260000000026,888.0062399999985,0.001712974999999997,0.648644090609091,True,large_small,tall,16_32px,32_64px
99,4,0000081_00000_d_0000001.jpg,2,people,24.0,24.99983999999995,599.9961599999988,0.0011573999999999977,0.9600061440393238,True,large_small,near_square,16_32px,16_32px
100,4,0000081_00000_d_0000001.jpg,1,pedestrian,28.999680000000012,38.99987999999996,1130.9840400383994,0.0021816821759999988,0.7435838264117746,False,out_of_range,tall,16_32px,32_64px
101,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.000319999999988,43.00020000000006,688.0169600640005,0.001327193210000001,0.3720987344244902,True,large_small,very_tall,16_32px,32_64px
102,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.999680000000126,43.00020000000006,730.9896399360065,0.0014100880400000125,0.39533955656020436,True,large_small,very_tall,16_32px,32_64px
103,4,0000081_00000_d_0000001.jpg,1,pedestrian,15.0,34.000020000000006,510.0003000000001,0.000983796875,0.44117621107281696,True,large_small,very_tall,8_16px,32_64px
104,4,0000081_00000_d_0000001.jpg,1,pedestrian,19.999680000000126,37.99980000000005,759.9838400640058,0.0014660182100000112,0.5263101384744157,True,large_small,tall,16_32px,32_64px
105,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.000319999999988,32.99993999999998,528.0095999807993,0.0010185370369999987,0.48485906338011514,True,large_small,very_tall,16_32px,32_64px
106,4,0000081_00000_d_0000001.jpg,1,pedestrian,15.0,37.99979999999999,569.9969999999998,0.0010995312499999996,0.3947389196785247,True,large_small,very_tall,8_16px,32_64px
107,4,0000081_00000_d_0000001.jpg,1,pedestrian,36.000000000000114,70.99973999999997,2555.9906400000073,0.004930537500000014,0.5070441103023775,False,out_of_range,tall,32_64px,64px_plus
108,4,0000081_00000_d_0000001.jpg,3,bicycle,19.000319999999988,35.00010000000003,665.0131000320001,0.0012828184800000003,0.5428647346721858,True,large_small,tall,16_32px,32_64px
109,4,0000081_00000_d_0000001.jpg,3,bicycle,15.0,38.99988000000002,584.9982000000002,0.0011284687500000003,0.38461656805097844,True,large_small,very_tall,8_16px,32_64px
110,4,0000081_00000_d_0000001.jpg,3,bicycle,16.999680000000012,39.99995999999999,679.9865200128003,0.0013117023920000005,0.42499242499242545,True,large_small,very_tall,16_32px,32_64px
111,4,0000081_00000_d_0000001.jpg,1,pedestrian,11.999999999999886,32.99993999999998,395.999279999996,0.0007638874999999924,0.3636370247945873,True,large_small,very_tall,8_16px,32_64px
112,4,0000081_00000_d_0000001.jpg,2,people,16.999680000000012,16.000200000000035,271.9982799360008,0.0005246880400000016,1.0624667191660089,True,large_small,near_square,16_32px,16_32px
113,4,0000081_00000_d_0000001.jpg,1,pedestrian,15.0,37.99979999999999,569.9969999999998,0.0010995312499999996,0.3947389196785247,True,large_small,very_tall,8_16px,32_64px
114,4,0000081_00000_d_0000001.jpg,1,pedestrian,13.000319999999874,36.00018,468.0138600575955,0.0009028045139999913,0.3611181944090245,True,large_small,very_tall,8_16px,32_64px
115,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.0003200000001,34.000020000000006,544.0112000064036,0.0010494043210000068,0.47059737023684395,True,large_small,very_tall,16_32px,32_64px
116,4,0000081_00000_d_0000001.jpg,1,pedestrian,13.000319999999874,35.0001,455.0125000319956,0.0008777247299999915,0.37143665303813056,True,large_small,very_tall,8_16px,32_64px
117,4,0000081_00000_d_0000001.jpg,1,pedestrian,11.999999999999886,32.99994000000001,395.99927999999636,0.000763887499999993,0.363637024794587,True,large_small,very_tall,8_16px,32_64px
118,4,0000081_00000_d_0000001.jpg,1,pedestrian,12.0,31.999859999999984,383.9983199999998,0.0007407374999999996,0.37500164063217795,True,large_small,very_tall,8_16px,16_32px
119,4,0000081_00000_d_0000001.jpg,1,pedestrian,10.000319999999988,29.000159999999994,290.0108800511996,0.0005594345679999992,0.34483671814224437,True,large_small,very_tall,8_16px,16_32px
120,4,0000081_00000_d_0000001.jpg,2,people,13.000319999999988,25.999920000000003,338.00727997439975,0.0006520202159999995,0.5000138461964493,True,large_small,tall,8_16px,16_32px
121,4,0000081_00000_d_0000001.jpg,1,pedestrian,16.000319999999988,31.999859999999956,512.0079999551989,0.000987669752999998,0.5000121875533209,True,large_small,tall,16_32px,16_32px
122,4,0000081_00000_d_0000001.jpg,2,people,10.999680000000012,12.999960000000016,142.99540001280033,0.00027583989200000066,0.8461318342517976,True,small,near_square,8_16px,8_16px
123,4,0000081_00000_d_0000001.jpg,1,pedestrian,22.999679999999984,31.99986000000004,735.9865400448004,0.0014197271220000008,0.7187431445012558,True,large_small,tall,16_32px,16_32px
124,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.0,30.999780000000015,278.9980200000001,0.0005381906250000002,0.29032464101358124,True,large_small,very_tall,8_16px,16_32px
125,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.000000000000028,30.999779999999987,278.99802000000074,0.0005381906250000014,0.2903246410135824,True,large_small,very_tall,8_16px,16_32px
126,4,0000081_00000_d_0000001.jpg,2,people,16.99968000000007,23.000220000000013,390.9963799296018,0.0007542368440000035,0.7391094519965486,True,large_small,tall,16_32px,16_32px
127,4,0000081_00000_d_0000001.jpg,2,people,10.999679999999984,24.999840000000006,274.99024005119963,0.0005304595679999993,0.4399900159361012,True,large_small,very_tall,8_16px,16_32px
128,4,0000081_00000_d_0000001.jpg,1,pedestrian,13.000319999999988,24.999839999999978,325.00591994879943,0.0006269404319999989,0.5200161281032198,True,large_small,tall,8_16px,16_32px
129,4,0000081_00000_d_0000001.jpg,1,pedestrian,8.999999999999986,16.99974000000003,152.99766000000005,0.0002951343750000001,0.5294198617155303,True,small,tall,8_16px,16_32px
130,4,0000081_00000_d_0000001.jpg,1,pedestrian,15.0,30.00024000000002,450.0036000000003,0.0008680625000000006,0.4999960000319994,True,large_small,very_tall,8_16px,16_32px
131,4,0000081_00000_d_0000001.jpg,1,pedestrian,10.999679999999998,24.999840000000006,274.99024005120003,0.0005304595680000001,0.4399900159361018,True,large_small,very_tall,8_16px,16_32px
132,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.0,24.999840000000006,224.99856000000005,0.0004340250000000001,0.3600023040147456,True,small,very_tall,8_16px,16_32px
133,4,0000081_00000_d_0000001.jpg,1,pedestrian,13.999680000000012,24.999840000000006,349.9897600512004,0.0006751345680000007,0.5599907839410175,True,large_small,tall,8_16px,16_32px
134,4,0000081_00000_d_0000001.jpg,1,pedestrian,13.999680000000012,23.000219999999985,321.99571992960006,0.0006211337190000001,0.6086759170129686,True,large_small,tall,8_16px,16_32px
135,4,0000081_00000_d_0000001.jpg,1,pedestrian,10.000319999999988,27.00000000000003,270.00863999999996,0.0005208499999999999,0.3703822222222214,True,large_small,very_tall,8_16px,16_32px
136,4,0000081_00000_d_0000001.jpg,2,people,13.999680000000012,21.000059999999962,293.9941199807997,0.0005671182869999994,0.6666495238585051,True,large_small,tall,8_16px,16_32px
137,4,0000081_00000_d_0000001.jpg,2,people,15.0,16.999740000000003,254.99610000000004,0.000491890625,0.8823664361925534,True,small,near_square,8_16px,16_32px
138,4,0000081_00000_d_0000001.jpg,1,pedestrian,13.999680000000012,23.999760000000038,335.9889600768008,0.0006481268520000015,0.5833258332583322,True,large_small,tall,8_16px,16_32px
139,4,0000081_00000_d_0000001.jpg,1,pedestrian,15.0,25.999920000000003,389.9988000000001,0.0007523125000000002,0.5769248520764678,True,large_small,tall,8_16px,16_32px
140,4,0000081_00000_d_0000001.jpg,1,pedestrian,12.0,24.999840000000006,299.9980800000001,0.0005787000000000001,0.4800030720196608,True,large_small,very_tall,8_16px,16_32px
141,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.0,23.000219999999985,207.00197999999986,0.00039930937499999973,0.39130060495073554,True,small,very_tall,8_16px,16_32px
142,4,0000081_00000_d_0000001.jpg,1,pedestrian,10.000320000000016,23.999760000000038,240.00527992320076,0.00046297314800000146,0.4166841668416684,True,small,very_tall,8_16px,16_32px
143,4,0000081_00000_d_0000001.jpg,1,pedestrian,11.999999999999972,30.00024000000002,360.0028799999994,0.0006944499999999988,0.39999680002559856,True,large_small,very_tall,8_16px,16_32px
144,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.0,28.000079999999997,252.00071999999997,0.0004861124999999999,0.3214276530638484,True,small,very_tall,8_16px,16_32px
145,4,0000081_00000_d_0000001.jpg,1,pedestrian,7.999680000000012,28.000079999999997,223.9916799744003,0.0004320827160000006,0.28570204085131234,True,small,very_tall,0_8px,16_32px
146,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.0,28.000079999999997,252.00071999999997,0.0004861124999999999,0.3214276530638484,True,small,very_tall,8_16px,16_32px
147,4,0000081_00000_d_0000001.jpg,2,people,11.999999999999943,17.99981999999997,215.99783999999863,0.00041666249999999734,0.6666733333999986,True,small,tall,8_16px,16_32px
148,4,0000081_00000_d_0000001.jpg,2,people,7.999680000000012,15.000119999999981,119.99615996160003,0.00023147407400000004,0.5333077335381332,True,small,tall,0_8px,8_16px
149,4,0000081_00000_d_0000001.jpg,1,pedestrian,9.0,14.000040000000013,126.00036000000011,0.00024305625000000023,0.6428553061276961,True,small,tall,8_16px,8_16px
150,4,0000081_00000_d_0000001.jpg,1,pedestrian,10.000320000000045,21.000059999999962,210.00732001920056,0.0004051067130000011,0.47620435370184955,True,small,very_tall,8_16px,16_32px
151,4,0000081_00000_d_0000001.jpg,2,people,16.999679999999955,14.000040000000013,237.9961999871996,0.0004590976079999992,1.2142593878303163,True,small,near_square,16_32px,8_16px
152,4,0000081_00000_d_0000001.jpg,2,people,13.999680000000012,11.999879999999962,167.99448003839962,0.00032406342599999925,1.16665166651667,True,small,near_square,8_16px,8_16px
153,4,0000081_00000_d_0000001.jpg,2,people,13.000320000000102,10.999799999999993,143.00091993600103,0.00027585054000000197,1.1818687612502146,True,small,near_square,8_16px,8_16px
